rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.14668,0.00554,0.14447,0
8192,8192,0.48411,0.22829,0.00403,0.22618,0
8192,16384,0.27097,0.16688,0.00193,0.16588,0
16384,8192,0.46885,0.22243,0.00130,0.22189,0
16384,16384,0.26267,0.14280,0.00842,0.13755,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.14584,0.00548,0.14325,0
8192,8192,0.48296,0.23017,0.00413,0.22822,0
8192,16384,0.27029,0.14853,0.00722,0.14388,0
16384,8192,0.46768,0.22395,0.00934,0.21827,0
16384,16384,0.26165,0.14516,0.00889,0.13960,0
