rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.14338,0.00568,0.13975,0
8192,8192,0.45365,0.22905,0.00542,0.22569,0
8192,16384,0.24586,0.16343,0.00694,0.16297,0
16384,8192,0.43757,0.23171,0.00279,0.22992,0
16384,16384,0.24176,0.15390,0.00364,0.15179,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.14254,0.00629,0.13923,0
8192,8192,0.44790,0.22778,0.00579,0.22389,0
8192,16384,0.24683,0.16273,0.00590,0.16254,0
16384,8192,0.43307,0.23190,0.00352,0.23019,0
16384,16384,0.24423,0.15725,0.00245,0.15595,0
