rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.54047,0.02352,1.53044,0
8192,8192,21.19389,6.69240,0.01730,6.68267,0
8192,16384,16.47963,4.48168,0.01197,4.48380,0
8192,32768,12.31347,3.04961,0.00413,3.04637,0
8192,65536,9.27220,2.10350,0.00571,2.10014,0
8192,131072,6.51764,1.51640,0.00347,1.51483,0
16384,8192,19.34925,6.67316,0.01804,6.66188,0
16384,16384,15.22795,4.42114,0.01068,4.41524,0
16384,32768,11.03195,3.05201,0.01448,3.04021,0
16384,65536,8.29327,2.14602,0.00335,2.14486,0
16384,131072,6.01238,1.47725,0.00561,1.47215,0
32768,8192,17.90517,6.62385,0.01575,6.61644,0
32768,16384,14.04196,4.39663,0.01221,4.39050,0
32768,32768,10.27427,3.02377,0.00487,3.02142,0
32768,65536,7.81541,2.14574,0.00679,2.14248,0
32768,131072,5.88775,1.57565,0.00572,1.57336,0
65536,8192,17.03223,6.61692,0.00965,6.61135,0
65536,16384,13.15978,4.38624,0.01262,4.37783,0
65536,32768,9.73927,3.03409,0.00567,3.03116,0
65536,65536,7.57196,2.16404,0.00368,2.16180,0
65536,131072,5.79234,1.57362,0.00791,1.56944,0
131072,8192,16.36056,6.59849,0.01546,6.58711,0
131072,16384,12.53557,4.37206,0.01742,4.35976,0
131072,32768,9.64229,3.00464,0.01157,3.00182,0
131072,65536,7.61828,2.15769,0.00655,2.15410,0
131072,131072,6.12703,1.59844,0.00243,1.59775,0
