rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.08015,0.01024,0.07434,0
8192,8192,0.57423,0.13987,0.00947,0.13484,0
8192,16384,0.41019,0.08063,0.00954,0.07526,0
16384,8192,0.56635,0.13658,0.00806,0.13198,0
16384,16384,0.41370,0.07897,0.00932,0.07386,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.13516,0.01014,0.12846,0
8192,8192,0.65513,0.22802,0.00560,0.22464,0
8192,16384,0.42424,0.15673,0.00297,0.15573,0
16384,8192,0.63209,0.22005,0.00194,0.21915,0
16384,16384,0.42795,0.15181,0.00254,0.15006,0
