rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.18880,0.00611,0.18422,0
8192,8192,0.93743,0.29609,0.00391,0.29502,0
8192,16384,0.63345,0.19749,0.00244,0.19627,0
16384,8192,0.92437,0.29069,0.00472,0.28732,0
16384,16384,0.61888,0.19406,0.00329,0.19225,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.19044,0.00553,0.18708,0
8192,8192,0.93677,0.29480,0.00415,0.29209,0
8192,16384,0.63396,0.19725,0.00362,0.19565,0
16384,8192,0.92527,0.28943,0.00319,0.28736,0
16384,16384,0.62029,0.19447,0.00332,0.19248,0
