rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.40024,0.00674,0.39670,0
8192,8192,3.12869,1.04902,0.00435,1.04693,0
8192,16384,2.30217,0.71963,0.00200,0.71914,0
8192,32768,1.28019,0.42570,0.00372,0.42469,0
16384,8192,2.94125,1.04615,0.00407,1.04415,0
16384,16384,2.17373,0.71909,0.00098,0.71845,0
16384,32768,1.27696,0.42039,0.00657,0.41725,0
32768,8192,2.87248,1.05972,0.00413,1.05742,0
32768,16384,2.12359,0.72272,0.00189,0.72240,0
32768,32768,1.24704,0.42464,0.00355,0.42347,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.40329,0.00870,0.39880,0
8192,8192,3.13758,1.04948,0.00185,1.04851,0
8192,16384,2.34285,0.72187,0.00416,0.71971,0
8192,32768,1.28166,0.42746,0.00317,0.42653,0
16384,8192,2.95125,1.04524,0.00430,1.04381,0
16384,16384,2.18287,0.71662,0.00196,0.71550,0
16384,32768,1.27236,0.42731,0.00391,0.42501,0
32768,8192,2.89843,1.05754,0.00277,1.05732,0
32768,16384,2.14180,0.72066,0.00199,0.71986,0
32768,32768,1.25236,0.42273,0.00430,0.41976,0
