rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.53300,0.03073,0.50771,0
8192,8192,6.33047,1.47854,0.00358,1.47692,0
8192,16384,4.77455,0.82869,0.00702,0.82549,0
8192,32768,3.01128,0.47935,0.00712,0.47430,0
16384,8192,5.99467,1.47673,0.00429,1.47493,0
16384,16384,4.49630,0.88637,0.00501,0.88374,0
16384,32768,2.96810,0.42998,0.00623,0.42701,0
32768,8192,5.84302,1.48376,0.00528,1.48295,0
32768,16384,4.35256,0.88237,0.00577,0.87967,0
32768,32768,3.08098,0.54165,0.00658,0.53794,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.53730,0.02452,0.52509,0
8192,8192,6.34115,1.47881,0.00250,1.47788,0
8192,16384,4.77154,0.83064,0.00558,0.82944,0
8192,32768,2.99818,0.47620,0.00706,0.47191,0
16384,8192,5.97634,1.47559,0.00422,1.47410,0
16384,16384,4.49189,0.88039,0.00487,0.87928,0
16384,32768,2.97397,0.42929,0.00684,0.42552,0
32768,8192,5.84277,1.48478,0.00487,1.48527,0
32768,16384,4.36497,0.88377,0.00585,0.88073,0
32768,32768,3.09171,0.54183,0.00691,0.53778,0
