rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.17894,0.00521,0.17570,0
8192,8192,0.70196,0.29464,0.00414,0.29171,0
8192,16384,0.39860,0.19183,0.00248,0.19080,0
16384,8192,0.66830,0.28893,0.00482,0.28576,0
16384,16384,0.39650,0.18947,0.00362,0.18779,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.18146,0.00472,0.17900,0
8192,8192,0.70027,0.29972,0.00201,0.29886,0
8192,16384,0.39680,0.19024,0.00578,0.19061,0
16384,8192,0.66853,0.29982,0.00178,0.29907,0
16384,16384,0.39976,0.17470,0.00268,0.17314,0
