rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.18439,0.00649,0.18088,0
8192,8192,1.20660,0.42888,0.00421,0.42655,0
8192,16384,0.97076,0.29444,0.00592,0.29097,0
8192,32768,0.68311,0.19481,0.00813,0.19116,0
16384,8192,1.17306,0.42719,0.00577,0.42349,0
16384,16384,0.96710,0.29303,0.00666,0.28983,0
16384,32768,0.67842,0.19359,0.00712,0.18908,0
32768,8192,1.15724,0.42075,0.00323,0.41921,0
32768,16384,0.96155,0.29541,0.00545,0.29367,0
32768,32768,0.68754,0.19232,0.00729,0.18882,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.28273,0.00627,0.27955,0
8192,8192,1.60688,0.63572,0.00388,0.63360,0
8192,16384,1.16026,0.44497,0.00201,0.44345,0
8192,32768,0.71648,0.30646,0.00301,0.30482,0
16384,8192,1.51205,0.63432,0.00390,0.63231,0
16384,16384,1.10730,0.44461,0.00252,0.44356,0
16384,32768,0.70610,0.29564,0.00581,0.29169,0
32768,8192,1.48030,0.63226,0.00148,0.63151,0
32768,16384,1.07551,0.45365,0.00136,0.45327,0
32768,32768,0.71680,0.29393,0.00678,0.28968,0
