rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.19532,0.00644,0.19161,0
8192,8192,1.00935,0.34615,0.00344,0.34443,0
8192,16384,0.58561,0.20160,0.00755,0.20037,0
16384,8192,0.98633,0.33979,0.00412,0.33697,0
16384,16384,0.56823,0.20289,0.00334,0.20148,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.19872,0.00740,0.19522,0
8192,8192,1.00753,0.34274,0.00680,0.33820,0
8192,16384,0.58587,0.20265,0.00257,0.20109,0
16384,8192,0.98558,0.34069,0.00343,0.33903,0
16384,16384,0.56965,0.20309,0.00226,0.20266,0
