rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.19861,0.00725,0.19468,0
8192,8192,1.48923,0.46424,0.00344,0.46289,0
8192,16384,1.19999,0.31692,0.00529,0.31415,0
8192,32768,0.88528,0.20897,0.00655,0.20564,0
16384,8192,1.43495,0.46172,0.00376,0.46009,0
16384,16384,1.19808,0.31474,0.00535,0.31203,0
16384,32768,0.87437,0.20704,0.00691,0.20325,0
32768,8192,1.43256,0.45939,0.00325,0.45769,0
32768,16384,1.19047,0.31076,0.00533,0.30806,0
32768,32768,0.88657,0.20643,0.00705,0.20303,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.30791,0.01379,0.29958,0
8192,8192,1.96221,0.69484,0.00225,0.69397,0
8192,16384,1.41617,0.47820,0.00253,0.47659,0
8192,32768,0.93430,0.31974,0.00525,0.31677,0
16384,8192,1.86177,0.68615,0.00451,0.68420,0
16384,16384,1.37048,0.47244,0.00502,0.47018,0
16384,32768,0.90727,0.32424,0.00429,0.32226,0
32768,8192,1.79936,0.68506,0.00145,0.68491,0
32768,16384,1.32606,0.46805,0.00305,0.46746,0
32768,32768,0.91682,0.32457,0.00409,0.32337,0
