rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.23247,0.00504,0.22906,0
8192,8192,0.75213,0.41398,0.00765,0.40876,0
8192,16384,0.49623,0.31261,0.00467,0.31024,0
8192,32768,0.27256,0.24150,0.00768,0.23650,0
16384,8192,0.69328,0.41148,0.00713,0.40739,0
16384,16384,0.46302,0.30777,0.00604,0.30417,0
16384,32768,0.26109,0.25108,0.00184,0.24967,0
32768,8192,0.67371,0.41023,0.00965,0.40433,0
32768,16384,0.44476,0.31305,0.00296,0.31166,0
32768,32768,0.25931,0.25188,0.00613,0.24726,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.23672,0.00550,0.23375,0
8192,8192,0.74601,0.41576,0.00882,0.41100,0
8192,16384,0.49283,0.31325,0.00428,0.31079,0
8192,32768,0.27056,0.24362,0.00691,0.24052,0
16384,8192,0.69479,0.41185,0.00768,0.40716,0
16384,16384,0.45946,0.30681,0.00597,0.30355,0
16384,32768,0.26047,0.25145,0.00263,0.24995,0
32768,8192,0.67724,0.41030,0.00766,0.40534,0
32768,16384,0.44541,0.30442,0.00867,0.29920,0
32768,32768,0.25810,0.26147,0.00289,0.25992,0
