rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,4.98498,0.14442,4.92328,0
8192,8192,181.93628,37.55036,0.04656,37.54365,0
8192,16384,144.54292,25.86245,0.01259,25.86178,0
8192,32768,116.14805,17.50900,0.04808,17.48805,0
8192,65536,86.64264,11.59851,0.03784,11.58092,0
8192,131072,68.31306,7.39010,0.04243,7.36911,0
8192,262144,50.13370,5.58132,0.09344,5.53966,0
16384,8192,170.96356,37.19890,0.03644,37.19179,0
16384,16384,131.57449,25.74236,0.04536,25.71401,0
16384,32768,104.41672,17.45214,0.04157,17.43347,0
16384,65536,79.31422,11.37060,0.04572,11.34908,0
16384,131072,59.50082,7.69521,0.03928,7.67598,0
16384,262144,44.13734,5.43363,0.13989,5.35931,0
32768,8192,158.53670,37.01147,0.09909,36.95762,0
32768,16384,119.42321,25.63372,0.02755,25.61506,0
32768,32768,96.76477,17.56647,0.03772,17.56219,0
32768,65536,69.98317,11.68728,0.03007,11.67111,0
32768,131072,54.68638,7.38139,0.04908,7.35567,0
32768,262144,42.22645,5.69028,0.19951,5.58013,0
65536,8192,153.76301,36.85308,0.02709,36.84131,0
65536,16384,111.43540,25.54772,0.02418,25.54717,0
65536,32768,87.23451,17.51117,0.01712,17.51021,0
65536,65536,64.79880,11.50618,0.04530,11.48480,0
65536,131072,51.57562,7.60917,0.07941,7.56484,0
65536,262144,39.21858,5.47734,0.19084,5.37496,0
131072,8192,151.82740,36.96635,0.03681,36.94895,0
131072,16384,102.98753,25.51493,0.01715,25.50311,0
131072,32768,80.68349,17.50571,0.04562,17.48295,0
131072,65536,61.76058,11.93549,0.06331,11.90529,0
131072,131072,48.52212,7.58499,0.06966,7.54643,0
131072,262144,54.95245,5.74686,0.24961,5.60575,0
262144,8192,143.49133,36.83411,0.06586,36.78608,0
262144,16384,110.32092,25.46037,0.04344,25.43808,0
262144,32768,94.97952,17.51635,0.02839,17.51082,0
262144,65536,59.28566,12.01705,0.06473,11.98293,0
262144,131072,71.02549,7.12721,0.09494,7.07524,0
262144,262144,38.33859,5.26506,0.25046,5.13297,0
