rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.04857,0.00348,1.04637,0
8192,8192,12.79921,5.03310,0.00823,5.02738,0
8192,16384,8.09974,3.22252,0.00576,3.21998,0
8192,32768,5.78284,2.23041,0.00618,2.22705,0
8192,65536,4.06872,1.58880,0.00522,1.58638,0
8192,131072,2.32541,1.11573,0.00373,1.11406,0
16384,8192,11.24797,4.95172,0.00521,4.94935,0
16384,16384,7.32641,3.19164,0.00820,3.18779,0
16384,32768,5.20800,2.20185,0.00451,2.19850,0
16384,65536,3.70974,1.58342,0.00662,1.57955,0
16384,131072,2.05902,1.10400,0.00333,1.10257,0
32768,8192,10.90768,4.91592,0.01077,4.90947,0
32768,16384,6.79280,3.17348,0.00565,3.17084,0
32768,32768,4.84788,2.20136,0.00468,2.19910,0
32768,65536,3.43345,1.57302,0.00650,1.56942,0
32768,131072,1.95901,1.10358,0.00436,1.10155,0
65536,8192,8.62243,4.88864,0.00500,4.88595,0
65536,16384,6.41382,3.17789,0.00573,3.17450,0
65536,32768,4.60344,2.18648,0.00456,2.18543,0
65536,65536,3.32085,1.56940,0.00408,1.56655,0
65536,131072,1.90415,1.09852,0.00327,1.09630,0
131072,8192,10.17330,4.87251,0.00594,4.86790,0
131072,16384,6.12665,3.15868,0.00582,3.15468,0
131072,32768,4.54228,2.18894,0.00531,2.18539,0
131072,65536,3.18349,1.56032,0.00699,1.55819,0
131072,131072,1.96436,1.10591,0.00258,1.10486,0
