rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,3.46986,0.02431,3.45737,0
8192,8192,95.06562,40.52024,0.37035,40.36495,0
8192,16384,63.56409,24.52796,0.20959,24.39679,0
8192,32768,46.47095,15.61831,0.09541,15.56186,0
8192,65536,36.43304,10.52189,0.05831,10.48744,0
8192,131072,28.51030,7.39382,0.02728,7.37966,0
8192,262144,22.38855,5.26901,0.02298,5.25620,0
16384,8192,92.42299,39.43071,0.25001,39.34439,0
16384,16384,68.71919,23.79937,0.16320,23.69830,0
16384,32768,43.80303,15.30232,0.06419,15.26707,0
16384,65536,33.38759,10.34149,0.05931,10.30515,0
16384,131072,25.85596,7.29115,0.02586,7.27612,0
16384,262144,20.47132,5.20048,0.01218,5.19515,0
32768,8192,89.97319,38.80596,0.45304,38.64624,0
32768,16384,60.93459,23.45740,0.15789,23.37183,0
32768,32768,39.97768,15.09323,0.06679,15.05621,0
32768,65536,30.85704,10.24359,0.06565,10.21074,0
32768,131072,24.04950,7.24193,0.02199,7.22699,0
32768,262144,19.26301,5.19717,0.01479,5.18914,0
65536,8192,102.48857,38.34947,0.38139,38.24456,0
65536,16384,66.20627,23.05378,0.14171,22.96634,0
65536,32768,38.06599,14.98204,0.07391,14.94227,0
65536,65536,29.03040,10.17813,0.05921,10.14185,0
65536,131072,22.40349,7.18782,0.02071,7.17829,0
65536,262144,18.29350,5.15604,0.02345,5.14111,0
131072,8192,111.66414,37.68507,0.17598,37.55598,0
131072,16384,67.80671,22.86492,0.16737,22.75483,0
131072,32768,36.65309,14.86586,0.07308,14.82677,0
131072,65536,27.57140,10.13445,0.06502,10.09759,0
131072,131072,22.10247,7.17725,0.02036,7.16732,0
131072,262144,17.91751,5.16962,0.07205,5.13105,0
262144,8192,109.72622,37.53192,0.20336,37.37060,0
262144,16384,72.33392,22.71499,0.16336,22.61481,0
262144,32768,35.52076,14.78304,0.05945,14.75873,0
262144,65536,26.88858,10.09359,0.06098,10.06784,0
262144,131072,21.15432,7.15087,0.02596,7.13504,0
262144,262144,17.90262,5.14811,0.02067,5.13519,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,4.99627,0.07345,4.95399,0
8192,8192,141.57845,66.96153,0.01561,66.95320,0
8192,16384,99.14424,38.60729,0.01839,38.59185,0
8192,32768,73.35142,23.63783,0.01998,23.62775,0
8192,65536,56.01463,15.41011,0.02181,15.39688,0
8192,131072,41.51014,10.59657,0.00923,10.59021,0
8192,262144,30.75782,7.35024,0.01289,7.34387,0
16384,8192,131.94308,66.15989,0.23599,66.20089,0
16384,16384,92.22576,37.92668,0.01879,37.91881,0
16384,32768,67.00987,23.34780,0.01783,23.33489,0
16384,65536,51.05026,15.31307,0.02989,15.29845,0
16384,131072,37.12139,10.48342,0.01559,10.47711,0
16384,262144,27.50542,7.30735,0.01380,7.30000,0
32768,8192,134.66787,65.01911,0.02126,65.00755,0
32768,16384,85.74043,37.60253,0.01404,37.59342,0
32768,32768,60.15788,23.13797,0.02104,23.12896,0
32768,65536,46.25053,15.19608,0.02629,15.17975,0
32768,131072,33.82741,10.46423,0.01087,10.45850,0
32768,262144,24.68388,7.32378,0.00813,7.31777,0
65536,8192,135.42626,64.65163,0.02301,64.64414,0
65536,16384,83.93452,37.41486,0.02304,37.40603,0
65536,32768,55.77736,23.03010,0.03046,23.01539,0
65536,65536,42.90045,15.16353,0.01000,15.15829,0
65536,131072,30.92567,10.39862,0.00964,10.39412,0
65536,262144,22.86023,7.33543,0.02138,7.32807,0
131072,8192,137.53256,64.62788,0.01932,64.61486,0
131072,16384,90.15591,37.36524,0.02025,37.35018,0
131072,32768,52.44586,23.03718,0.01580,23.02871,0
131072,65536,39.37907,15.11992,0.01391,15.11691,0
131072,131072,28.77813,10.38943,0.01736,10.38280,0
131072,262144,21.17061,7.33099,0.02265,7.31756,0
262144,8192,149.58077,64.64896,0.05143,64.61449,0
262144,16384,93.96068,37.40423,0.02459,37.38896,0
262144,32768,49.98310,22.99894,0.04816,22.97386,0
262144,65536,37.71762,15.08938,0.01510,15.08276,0
262144,131072,27.18711,10.39033,0.01622,10.37972,0
262144,262144,20.86960,7.29607,0.02962,7.28058,0
