rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.24441,0.01019,0.23958,0
8192,8192,1.79790,0.39738,0.00410,0.39627,0
8192,16384,1.27847,0.18860,0.00813,0.18305,0
16384,8192,1.78200,0.39296,0.00521,0.39053,0
16384,16384,1.25251,0.26125,0.00435,0.25910,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.24273,0.00804,0.23707,0
8192,8192,1.79350,0.39139,0.00575,0.38861,0
8192,16384,1.28198,0.18794,0.00988,0.18287,0
16384,8192,1.78155,0.39265,0.00548,0.39020,0
16384,16384,1.25336,0.25913,0.00346,0.25773,0
