rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.20063,0.00445,0.19744,0
8192,8192,0.93672,0.33628,0.00537,0.33394,0
8192,16384,0.55678,0.20309,0.00368,0.20055,0
16384,8192,0.89480,0.32948,0.00379,0.32793,0
16384,16384,0.54758,0.20037,0.00336,0.19791,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.19134,0.00482,0.18815,0
8192,8192,0.92837,0.33381,0.00547,0.33084,0
8192,16384,0.55109,0.20217,0.00344,0.20025,0
16384,8192,0.89272,0.32917,0.00326,0.32702,0
16384,16384,0.54710,0.19939,0.00245,0.19815,0
