rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,3.67291,0.01324,3.66707,0
8192,8192,74.91326,58.48579,0.01743,58.47315,0
8192,16384,52.08429,31.10883,0.02090,31.09829,0
8192,32768,34.93759,17.04839,0.01111,17.04291,0
8192,65536,22.55773,10.18608,0.00909,10.18143,0
8192,131072,15.88777,6.75796,0.00655,6.75464,0
8192,262144,10.69569,5.00044,0.00829,5.00033,0
16384,8192,76.88158,57.45148,0.01389,57.44667,0
16384,16384,47.60923,30.28198,0.01832,30.27114,0
16384,32768,34.72936,16.76773,0.01220,16.76091,0
16384,65536,19.78866,10.02796,0.00349,10.02695,0
16384,131072,14.29011,6.68341,0.00521,6.68113,0
16384,262144,9.65102,4.96883,0.00550,4.96945,0
32768,8192,92.66991,56.73392,0.02699,56.71950,0
32768,16384,53.27493,29.99347,0.01756,29.98236,0
32768,32768,34.13903,16.60035,0.01153,16.59336,0
32768,65536,18.12912,9.94789,0.00177,9.94721,0
32768,131072,12.75356,6.65635,0.00393,6.65678,0
32768,262144,8.61310,4.92883,0.00342,4.92734,0
65536,8192,75.90193,56.35473,0.03897,56.32760,0
65536,16384,51.78427,29.79616,0.02090,29.78583,0
65536,32768,31.84717,16.49726,0.01415,16.48944,0
65536,65536,16.77186,9.92165,0.00313,9.92192,0
65536,131072,11.42716,6.61811,0.00478,6.61577,0
65536,262144,7.81549,4.91929,0.00547,4.91830,0
131072,8192,85.76598,56.31476,0.05188,56.28318,0
131072,16384,51.94644,29.81728,0.03455,29.79825,0
131072,32768,29.06487,16.48982,0.03114,16.47446,0
131072,65536,15.26232,9.90725,0.00513,9.90412,0
131072,131072,10.55869,6.63247,0.00557,6.62962,0
131072,262144,7.19432,4.92187,0.00543,4.92018,0
262144,8192,97.43120,56.67721,0.11940,56.61200,0
262144,16384,53.72678,29.89362,0.09778,29.83709,0
262144,32768,28.05394,16.45436,0.04287,16.43661,0
262144,65536,14.60277,9.88893,0.00473,9.88812,0
262144,131072,10.04996,6.63746,0.00519,6.63681,0
262144,262144,6.88278,4.91266,0.00391,4.91023,0
