rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.39751,0.01276,0.39069,0
8192,8192,2.97448,0.99693,0.00363,0.99451,0
8192,16384,2.17085,0.70246,0.00218,0.70167,0
8192,32768,1.22836,0.41947,0.00407,0.41774,0
16384,8192,2.75418,0.98970,0.00383,0.98736,0
16384,16384,2.02631,0.69568,0.00149,0.69515,0
16384,32768,1.22110,0.41909,0.00555,0.41603,0
32768,8192,2.70287,0.98991,0.00366,0.98807,0
32768,16384,1.97035,0.69350,0.00197,0.69268,0
32768,32768,1.19292,0.41659,0.00542,0.41388,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.38780,0.00737,0.38378,0
8192,8192,2.95893,0.99631,0.00183,0.99573,0
8192,16384,2.14826,0.70388,0.00248,0.70313,0
8192,32768,1.22357,0.41014,0.00704,0.40762,0
16384,8192,2.74955,0.98875,0.00471,0.98580,0
16384,16384,2.02236,0.69238,0.00323,0.69084,0
16384,32768,1.21352,0.41928,0.00388,0.41744,0
32768,8192,2.70245,0.99077,0.00352,0.98891,0
32768,16384,1.96839,0.69158,0.00460,0.68926,0
32768,32768,1.19202,0.41697,0.00499,0.41421,0
