rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.62576,0.01110,0.61816,0
8192,8192,5.15110,1.93388,0.00333,1.93242,0
8192,16384,3.69815,1.36283,0.00225,1.36126,0
8192,32768,2.64364,0.96704,0.00599,0.96368,0
8192,65536,1.53517,0.66016,0.00279,0.65854,0
16384,8192,4.79066,1.91617,0.00582,1.91346,0
16384,16384,3.36780,1.35427,0.00646,1.35136,0
16384,32768,2.44599,0.96222,0.00270,0.96049,0
16384,65536,1.41876,0.64640,0.00400,0.64520,0
32768,8192,4.40197,1.90099,0.00290,1.89971,0
32768,16384,3.20773,1.34724,0.00397,1.34488,0
32768,32768,2.34698,0.95875,0.00257,0.95687,0
32768,65536,1.42048,0.65155,0.00365,0.65015,0
65536,8192,4.22338,1.89501,0.00161,1.89381,0
65536,16384,3.12473,1.35009,0.00506,1.34775,0
65536,32768,2.27058,0.97664,0.00108,0.97630,0
65536,65536,1.46718,0.65279,0.00150,0.65177,0
