rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.99873,0.00637,0.99613,0
8192,8192,20.77513,1.09530,0.03502,1.07364,0
8192,16384,19.96158,1.05610,0.04515,1.03197,0
16384,8192,21.68442,1.10630,0.04633,1.08235,0
16384,16384,18.82666,1.05570,0.03532,1.03766,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.99984,0.00872,0.99658,0
8192,8192,20.73371,1.09114,0.04000,1.06966,0
8192,16384,19.92470,1.05335,0.04682,1.02781,0
16384,8192,21.33795,1.10738,0.04523,1.08573,0
16384,16384,18.79453,1.05069,0.03331,1.03309,0
