rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.69209,0.01341,0.68619,0
8192,8192,6.21409,2.03667,0.01186,2.02786,0
8192,16384,4.65358,1.38655,0.00397,1.38467,0
8192,32768,3.41621,0.97870,0.00327,0.97720,0
8192,65536,2.46169,0.66440,0.00384,0.66308,0
16384,8192,5.91266,2.04048,0.00293,2.03872,0
16384,16384,4.30559,1.39092,0.00632,1.38751,0
16384,32768,3.18569,0.97638,0.00546,0.97247,0
16384,65536,2.29921,0.71796,0.00224,0.71652,0
32768,8192,5.52525,2.01910,0.00935,2.01340,0
32768,16384,4.06945,1.38468,0.00428,1.38195,0
32768,32768,3.04111,0.97477,0.00461,0.97308,0
32768,65536,2.33527,0.71527,0.00341,0.71339,0
65536,8192,5.30089,2.00694,0.00704,2.00537,0
65536,16384,3.96548,1.38239,0.00620,1.37973,0
65536,32768,3.07433,0.97668,0.00327,0.97436,0
65536,65536,2.29274,0.71162,0.00362,0.70999,0
