rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.24521,0.00425,0.24158,0
8192,8192,1.98680,0.42207,0.00461,0.42060,0
8192,16384,1.27219,0.19550,0.00424,0.19335,0
16384,8192,1.93922,0.42117,0.00288,0.41883,0
16384,16384,1.24816,0.24601,0.00475,0.24391,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.24517,0.00633,0.24137,0
8192,8192,1.98878,0.41994,0.00667,0.41575,0
8192,16384,1.27179,0.18760,0.00653,0.18331,0
16384,8192,1.93892,0.42006,0.00601,0.41628,0
16384,16384,1.24631,0.24785,0.00380,0.24571,0
