filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k17_0.899_0.537_0.479_0.484_c862.mtx,83.7042,0.057578,4.82795,0.789728,4.27714
k17_0.899_0.537_0.480_0.484_c862.mtx,83.391,0.051395,4.59385,0.409025,4.31783
k17_0.899_0.537_0.481_0.484_c862.mtx,83.149,0.051676,4.62012,0.344426,4.34756
k17_0.899_0.537_0.482_0.484_c862.mtx,83.4472,0.051837,4.64939,0.399868,4.36392
k17_0.899_0.537_0.483_0.484_c862.mtx,85.7228,0.05255,4.67411,0.391641,4.41617
k17_0.899_0.537_0.484_0.484_c862.mtx,83.4488,0.049228,4.68804,0.37815,4.42231
k17_0.899_0.537_0.485_0.484_c862.mtx,83.5841,0.050289,4.72143,0.40221,4.44552
k17_0.899_0.537_0.486_0.484_c862.mtx,83.2521,0.051252,4.75369,0.44068,4.4633
k17_0.899_0.537_0.487_0.484_c862.mtx,83.2468,0.05182,4.82708,0.433009,4.50497
k17_0.899_0.537_0.488_0.484_c862.mtx,83.4673,0.050777,4.84726,0.480646,4.52544
k17_0.899_0.537_0.489_0.484_c862.mtx,83.4879,0.054234,4.83298,0.375574,4.55114
k17_0.899_0.537_0.490_0.484_c862.mtx,83.5735,0.049927,4.88798,0.422334,4.57568
k17_0.899_0.537_0.491_0.484_c862.mtx,83.4012,0.050736,4.91136,0.392998,4.62254
k17_0.899_0.537_0.492_0.484_c862.mtx,83.3496,0.053421,4.92294,0.421615,4.62489
k17_0.899_0.537_0.493_0.484_c862.mtx,83.4842,0.050551,4.93402,0.429257,4.65069
k17_0.899_0.537_0.494_0.484_c862.mtx,83.4727,0.051285,5.0318,0.457045,4.69488
k17_0.899_0.537_0.495_0.484_c862.mtx,83.4674,0.049893,5.02116,0.446518,4.71333
k17_0.899_0.537_0.496_0.484_c862.mtx,83.6079,0.050763,5.01391,0.437577,4.7281
k17_0.899_0.537_0.497_0.484_c862.mtx,83.4602,0.052585,5.14175,0.494704,4.77443
k17_0.899_0.537_0.498_0.484_c862.mtx,83.5775,0.04987,5.20327,0.416108,4.85448
k17_0.899_0.537_0.499_0.484_c862.mtx,83.511,0.050869,5.15528,0.479677,4.84218
k17_0.899_0.537_0.500_0.484_c862.mtx,83.4383,0.050148,5.17495,0.463712,4.86505
k17_0.899_0.537_0.501_0.484_c862.mtx,83.4869,0.050911,5.23089,0.434732,4.91945
k17_0.899_0.537_0.502_0.484_c862.mtx,83.7532,0.050953,5.16422,0.439975,4.88217
k17_0.899_0.537_0.503_0.484_c862.mtx,83.6173,0.051409,5.34111,0.426222,5.02254
k17_0.899_0.537_0.504_0.484_c862.mtx,83.5288,0.053343,5.29742,0.49428,4.9817
k17_0.899_0.537_0.505_0.484_c862.mtx,83.5493,0.051281,5.34204,0.417733,5.02936
k17_0.899_0.537_0.506_0.484_c862.mtx,83.701,0.073216,5.92818,1.11985,5.09605
k17_0.899_0.537_0.507_0.484_c862.mtx,83.7539,0.05287,5.60379,0.492282,5.17528
k17_0.899_0.537_0.508_0.484_c862.mtx,83.5278,0.052418,5.47873,0.45081,5.18494
k17_0.899_0.537_0.509_0.484_c862.mtx,83.8353,0.052094,5.52315,0.488393,5.19582
k17_0.899_0.537_0.510_0.484_c862.mtx,107.914,0.051996,5.56164,0.519472,5.20138
k17_0.899_0.537_0.511_0.484_c862.mtx,83.6279,0.054168,5.58726,0.496173,5.21496
k17_0.899_0.537_0.512_0.484_c862.mtx,83.4487,0.050773,5.64944,0.474175,5.31002
k17_0.899_0.537_0.513_0.484_c862.mtx,83.5791,0.052052,5.67112,0.487175,5.33677
k17_0.899_0.537_0.514_0.484_c862.mtx,83.7077,0.050664,5.69048,0.450811,5.39284
k17_0.899_0.537_0.515_0.484_c862.mtx,83.6489,0.051066,5.77551,0.469138,5.45319
k17_0.899_0.537_0.516_0.484_c862.mtx,83.8228,0.051815,5.83338,0.394679,5.54523
k17_0.899_0.537_0.517_0.484_c862.mtx,83.8632,0.050723,5.8239,0.462076,5.48125
k17_0.899_0.537_0.518_0.484_c862.mtx,83.8505,0.052032,5.90985,0.477437,5.61121
k17_0.899_0.537_0.519_0.484_c862.mtx,83.7492,0.056086,5.94138,0.47252,5.62408
k17_0.899_0.537_0.520_0.484_c862.mtx,83.6561,0.051705,6.00449,0.570852,5.6343
k17_0.899_0.537_0.521_0.484_c862.mtx,83.9783,0.051508,6.1638,0.436371,5.85609
k17_0.899_0.537_0.522_0.484_c862.mtx,83.7672,0.051299,6.12222,0.452684,5.81321
k17_0.899_0.537_0.523_0.484_c862.mtx,83.9102,0.050549,6.18528,0.43955,5.84302
k17_0.899_0.537_0.524_0.484_c862.mtx,83.8419,0.0531,6.26277,0.419714,5.95493
k17_0.899_0.537_0.525_0.484_c862.mtx,83.9089,0.051411,6.2798,0.486574,5.96329
k17_0.899_0.537_0.526_0.484_c862.mtx,83.9008,0.050684,6.30025,0.450961,6.00656
k17_0.899_0.537_0.527_0.484_c862.mtx,83.9204,0.053379,6.36039,0.465644,6.06352
k17_0.899_0.537_0.528_0.484_c862.mtx,83.9493,0.056495,6.46383,0.455324,6.1353
k17_0.899_0.537_0.529_0.484_c862.mtx,84.0488,0.052501,6.54501,0.410703,6.23846
k17_0.899_0.537_0.530_0.484_c862.mtx,83.722,0.052126,6.42314,0.491198,6.1169
k17_0.899_0.537_0.531_0.484_c862.mtx,84.0181,0.053117,6.61926,0.451456,6.33706
k17_0.899_0.537_0.532_0.484_c862.mtx,83.9837,0.051374,6.6753,0.412871,6.39086
k17_0.899_0.537_0.533_0.484_c862.mtx,82.9103,0.049928,6.71572,0.362288,6.48123
k17_0.899_0.537_0.534_0.484_c862.mtx,82.8446,0.050584,6.79921,0.344162,6.54064
k17_0.899_0.537_0.535_0.484_c862.mtx,83.0426,0.04991,7.01675,0.449172,6.67751
k17_0.899_0.537_0.536_0.484_c862.mtx,82.9127,0.050581,6.93481,0.325729,6.70018
k17_0.899_0.537_0.537_0.484_c862.mtx,82.9972,0.050595,7.03688,0.333683,6.78333
k17_0.899_0.537_0.537_0.485_c862.mtx,82.9121,0.060021,7.00636,0.320407,6.77271
k17_0.899_0.537_0.537_0.486_c862.mtx,82.9277,0.049875,7.13521,0.264654,6.94811
k17_0.899_0.537_0.537_0.487_c862.mtx,83.1626,0.050902,7.51865,0.102093,7.49868
k17_0.899_0.537_0.537_0.488_c862.mtx,83.2478,0.049628,7.24362,0.254278,7.0492
k17_0.899_0.537_0.537_0.489_c862.mtx,83.1084,0.050939,7.3504,0.249833,7.16757
k17_0.899_0.537_0.537_0.490_c862.mtx,82.9111,0.050379,7.41849,0.257649,7.23686
k17_0.899_0.537_0.537_0.491_c862.mtx,83.1376,0.049859,7.45824,0.251949,7.28748
k17_0.899_0.537_0.537_0.492_c862.mtx,83.139,0.049875,7.50908,0.226114,7.39194
k17_0.899_0.537_0.537_0.493_c862.mtx,83.2481,0.049148,7.62141,0.26343,7.45914
k17_0.899_0.537_0.537_0.494_c862.mtx,83.1106,0.051926,7.70299,0.331962,7.43317
k17_0.899_0.537_0.537_0.495_c862.mtx,83.3019,0.050568,7.664,0.244909,7.50955
k17_0.899_0.537_0.537_0.496_c862.mtx,83.2073,0.048566,7.77081,0.248855,7.62567
k17_0.899_0.537_0.537_0.497_c862.mtx,83.5227,0.052617,7.79278,0.24513,7.62215
k17_0.899_0.537_0.537_0.498_c862.mtx,82.9856,0.050438,7.84097,0.237975,7.67549
k17_0.899_0.537_0.537_0.499_c862.mtx,83.1292,0.050246,7.90177,0.254743,7.72413
k17_0.899_0.537_0.537_0.500_c862.mtx,83.0616,0.048535,7.94695,0.243823,7.77792
k17_0.899_0.537_0.537_0.501_c862.mtx,83.3111,0.071177,7.98558,0.234547,7.8213
k17_0.899_0.537_0.537_0.502_c862.mtx,83.4186,0.049498,8.07153,0.241053,7.91573
