filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k17_0.899_0.501_0.437_0.484_c862.mtx,89.0935,0.056299,3.27411,0.207442,3.14421
k17_0.899_0.502_0.437_0.484_c862.mtx,87.3592,0.049247,3.22431,0.209924,3.10484
k17_0.899_0.503_0.437_0.484_c862.mtx,89.4617,0.053034,3.34309,0.2026,3.21305
k17_0.899_0.504_0.437_0.484_c862.mtx,89.4706,0.06299,3.28161,0.242335,3.1597
k17_0.899_0.505_0.437_0.484_c862.mtx,88.966,0.054795,3.29592,0.200197,3.15349
k17_0.899_0.506_0.437_0.484_c862.mtx,89.0434,0.055379,3.30399,0.202748,3.21047
k17_0.899_0.507_0.437_0.484_c862.mtx,86.942,0.051207,3.32103,0.186853,3.20536
k17_0.899_0.508_0.437_0.484_c862.mtx,89.5819,0.057067,3.36417,0.206532,3.25472
k17_0.899_0.509_0.437_0.484_c862.mtx,88.3413,0.053181,3.32237,0.197862,3.2169
k17_0.899_0.510_0.437_0.484_c862.mtx,88.8924,0.054229,3.38235,0.20873,3.26192
k17_0.899_0.511_0.437_0.484_c862.mtx,87.4779,0.05192,3.4264,0.2662,3.26152
k17_0.899_0.512_0.437_0.484_c862.mtx,87.2716,0.051468,3.43778,0.18594,3.30526
k17_0.899_0.513_0.437_0.484_c862.mtx,86.9769,0.050732,3.37474,0.202786,3.25249
k17_0.899_0.514_0.437_0.484_c862.mtx,87.0379,0.051947,3.45868,0.21192,3.34954
k17_0.899_0.515_0.437_0.484_c862.mtx,88.3181,0.053813,3.46123,0.221769,3.34607
k17_0.899_0.516_0.437_0.484_c862.mtx,88.5132,0.054804,3.45289,0.214478,3.3315
k17_0.899_0.517_0.437_0.484_c862.mtx,88.7676,0.055184,3.47359,0.219397,3.37578
k17_0.899_0.518_0.437_0.484_c862.mtx,88.3216,0.060243,3.53125,0.183048,3.40702
k17_0.899_0.519_0.437_0.484_c862.mtx,88.6193,0.05696,3.46644,0.236323,3.34443
k17_0.899_0.520_0.437_0.484_c862.mtx,88.3286,0.057445,3.52565,0.196939,3.42582
k17_0.899_0.521_0.437_0.484_c862.mtx,88.1278,0.054061,3.58861,0.263519,3.41212
k17_0.899_0.522_0.437_0.484_c862.mtx,87.2844,0.051171,3.56838,0.202364,3.44221
k17_0.899_0.523_0.437_0.484_c862.mtx,89.2059,0.060172,3.73439,0.488588,3.42728
k17_0.899_0.524_0.437_0.484_c862.mtx,89.3646,0.057481,3.60586,0.263062,3.41041
k17_0.899_0.525_0.437_0.484_c862.mtx,87.1197,0.051227,3.61794,0.184868,3.51393
k17_0.899_0.526_0.437_0.484_c862.mtx,89.347,0.05944,3.66273,0.194662,3.55946
k17_0.899_0.527_0.437_0.484_c862.mtx,89.4282,0.057518,3.59571,0.251815,3.45011
k17_0.899_0.528_0.437_0.484_c862.mtx,87.659,0.051872,3.64245,0.263842,3.50124
k17_0.899_0.529_0.437_0.484_c862.mtx,88.0172,0.055016,3.78694,0.227788,3.67693
k17_0.899_0.530_0.437_0.484_c862.mtx,87.148,0.049963,3.69536,0.248906,3.54873
k17_0.899_0.531_0.437_0.484_c862.mtx,87.771,0.054174,3.7447,0.218828,3.61554
k17_0.899_0.532_0.437_0.484_c862.mtx,87.873,0.053813,3.77556,0.270127,3.62686
k17_0.899_0.533_0.437_0.484_c862.mtx,87.8314,0.054136,3.75197,0.23503,3.61759
k17_0.899_0.534_0.437_0.484_c862.mtx,88.1064,0.053228,3.84032,0.305175,3.63197
k17_0.899_0.535_0.437_0.484_c862.mtx,88.2138,0.051295,3.83243,0.24188,3.66696
k17_0.899_0.536_0.437_0.484_c862.mtx,89.9004,0.056446,3.86292,0.24772,3.71168
k17_0.899_0.537_0.437_0.484_c862.mtx,88.3908,0.061719,3.94413,0.227283,3.79582
k17_0.899_0.537_0.438_0.484_c862.mtx,88.3106,0.053663,3.92123,0.24069,3.75744
k17_0.899_0.537_0.439_0.484_c862.mtx,88.0742,0.05621,3.91935,0.225428,3.794
k17_0.899_0.537_0.440_0.484_c862.mtx,87.2524,0.056249,3.93263,0.247101,3.80336
k17_0.899_0.537_0.441_0.484_c862.mtx,87.8447,0.054235,3.94691,0.245053,3.78549
k17_0.899_0.537_0.442_0.484_c862.mtx,87.8213,0.052029,4.03698,0.224089,3.90966
k17_0.899_0.537_0.443_0.484_c862.mtx,87.96,0.052881,3.94067,0.302574,3.78314
k17_0.899_0.537_0.444_0.484_c862.mtx,87.7682,0.049822,3.98038,0.285012,3.78713
k17_0.899_0.537_0.445_0.484_c862.mtx,87.6643,0.054777,4.05396,0.257598,3.91352
k17_0.899_0.537_0.446_0.484_c862.mtx,89.327,0.08448,4.29275,0.613408,3.91782
k17_0.899_0.537_0.447_0.484_c862.mtx,88.0314,0.053711,4.0717,0.295458,3.89951
k17_0.899_0.537_0.448_0.484_c862.mtx,87.8303,0.050056,4.16638,0.335331,3.9526
k17_0.899_0.537_0.449_0.484_c862.mtx,88.9042,0.052622,4.17189,0.362523,3.9168
k17_0.899_0.537_0.450_0.484_c862.mtx,87.9904,0.051041,4.2062,0.282391,4.01021
k17_0.899_0.537_0.451_0.484_c862.mtx,87.8664,0.052495,4.18651,0.263277,4.05406
k17_0.899_0.537_0.452_0.484_c862.mtx,88.9419,0.051629,4.19907,0.263287,4.04221
k17_0.899_0.537_0.453_0.484_c862.mtx,88.1218,0.052908,4.20156,0.273341,4.05158
k17_0.899_0.537_0.454_0.484_c862.mtx,88.0491,0.051383,4.20262,0.308366,3.99963
k17_0.899_0.537_0.455_0.484_c862.mtx,88.1448,0.052062,4.31543,0.350083,4.10337
k17_0.899_0.537_0.456_0.484_c862.mtx,88.1213,0.050932,4.27849,0.285221,4.08957
k17_0.899_0.537_0.457_0.484_c862.mtx,88.4951,0.052657,4.33946,0.322776,4.11078
k17_0.899_0.537_0.458_0.484_c862.mtx,88.4301,0.053259,4.33586,0.335762,4.13114
k17_0.899_0.537_0.459_0.484_c862.mtx,89.826,0.060837,4.37705,0.328181,4.18218
k17_0.899_0.537_0.460_0.484_c862.mtx,88.1269,0.078709,4.63777,0.585523,4.29172
k17_0.899_0.537_0.461_0.484_c862.mtx,88.1862,0.052774,4.40471,0.322859,4.2178
k17_0.899_0.537_0.462_0.484_c862.mtx,89.7786,0.057108,4.50262,0.309301,4.24458
k17_0.899_0.537_0.463_0.484_c862.mtx,89.0364,0.05628,4.49296,0.440028,4.2522
k17_0.899_0.537_0.464_0.484_c862.mtx,87.8663,0.050748,4.50406,0.298358,4.31731
k17_0.899_0.537_0.465_0.484_c862.mtx,87.8538,0.050405,4.5035,0.287695,4.3322
k17_0.899_0.537_0.466_0.484_c862.mtx,88.3335,0.052656,4.51364,0.297572,4.29161
k17_0.899_0.537_0.467_0.484_c862.mtx,88.2353,0.053931,4.55872,0.30731,4.36507
k17_0.899_0.537_0.468_0.484_c862.mtx,87.9861,0.050975,5.81842,0.814681,5.41893
k17_0.899_0.537_0.469_0.484_c862.mtx,87.9402,0.052687,4.62557,0.370874,4.41534
k17_0.899_0.537_0.470_0.484_c862.mtx,88.415,0.052724,4.56682,0.366931,4.34389
k17_0.899_0.537_0.471_0.484_c862.mtx,87.5277,0.055215,4.6465,0.290914,4.47022
k17_0.899_0.537_0.472_0.484_c862.mtx,87.4367,0.049997,4.69026,0.303665,4.49439
k17_0.899_0.537_0.473_0.484_c862.mtx,88.7449,0.052909,4.77916,0.361978,4.52454
k17_0.899_0.537_0.474_0.484_c862.mtx,89.5383,0.054012,4.8447,0.349653,4.61085
k17_0.899_0.537_0.475_0.484_c862.mtx,88.8368,0.054409,4.7823,0.33305,4.57439
k17_0.899_0.537_0.476_0.484_c862.mtx,89.6621,0.057791,4.83852,0.342647,4.62969
k17_0.899_0.537_0.477_0.484_c862.mtx,89.3831,0.061187,4.85899,0.336084,4.66629
k17_0.899_0.537_0.478_0.484_c862.mtx,88.662,0.056242,4.91771,0.265422,4.73344
k17_0.899_0.537_0.479_0.484_c862.mtx,87.5933,0.051844,4.89939,0.342281,4.67513
k17_0.899_0.537_0.480_0.484_c862.mtx,88.3836,0.058736,5.04798,0.314003,4.84899
k17_0.899_0.537_0.481_0.484_c862.mtx,88.2416,0.051396,5.01335,0.338344,4.78925
k17_0.899_0.537_0.482_0.484_c862.mtx,88.3504,0.054585,5.31563,0.391546,5.30569
k17_0.899_0.537_0.483_0.484_c862.mtx,87.9715,0.052487,5.01231,0.35143,4.80136
k17_0.899_0.537_0.484_0.484_c862.mtx,88.2485,0.052827,5.00313,0.346904,4.7552
k17_0.899_0.537_0.485_0.484_c862.mtx,88.8196,0.055884,5.61541,0.579384,5.23618
k17_0.899_0.537_0.486_0.484_c862.mtx,87.9449,0.051446,5.05247,0.429928,4.77953
k17_0.899_0.537_0.487_0.484_c862.mtx,88.0103,0.05403,5.21182,0.27377,5.04139
k17_0.899_0.537_0.488_0.484_c862.mtx,88.077,0.053001,5.23388,0.326299,5.01907
k17_0.899_0.537_0.489_0.484_c862.mtx,88.0636,0.050669,5.27358,0.311991,5.08536
k17_0.899_0.537_0.490_0.484_c862.mtx,88.2867,0.052715,5.17358,0.3807,4.92844
k17_0.899_0.537_0.491_0.484_c862.mtx,88.1679,0.052998,5.28478,0.460757,5.01019
k17_0.899_0.537_0.492_0.484_c862.mtx,88.2904,0.056228,5.42929,0.275767,5.2438
k17_0.899_0.537_0.493_0.484_c862.mtx,89.305,0.057354,5.33986,0.351565,5.10577
k17_0.899_0.537_0.494_0.484_c862.mtx,88.2611,0.05242,5.41868,0.350888,5.17171
k17_0.899_0.537_0.495_0.484_c862.mtx,89.0961,0.05779,5.45273,0.320739,5.25139
k17_0.899_0.537_0.496_0.484_c862.mtx,89.069,0.056311,5.51711,0.328131,5.29965
k17_0.899_0.537_0.497_0.484_c862.mtx,88.4696,0.05149,5.58925,0.354697,5.36305
k17_0.899_0.537_0.498_0.484_c862.mtx,90.9082,0.061876,5.56287,0.314849,5.34854
k17_0.899_0.537_0.499_0.484_c862.mtx,88.041,0.051669,5.54821,0.344016,5.33086
k17_0.899_0.537_0.500_0.484_c862.mtx,88.1148,0.052967,5.62656,0.333567,5.40858
k17_0.899_0.537_0.501_0.484_c862.mtx,89.0184,0.052735,5.66334,0.351532,5.4467
k17_0.899_0.537_0.502_0.484_c862.mtx,88.3854,0.052874,5.59856,0.369619,5.33059
k17_0.899_0.537_0.503_0.484_c862.mtx,89.4618,0.058317,5.76882,0.3538,5.51156
k17_0.899_0.537_0.504_0.484_c862.mtx,89.4076,0.061785,5.67182,0.344737,5.44969
k17_0.899_0.537_0.505_0.484_c862.mtx,88.4088,0.050858,5.76508,0.381232,5.50203
k17_0.899_0.537_0.506_0.484_c862.mtx,88.3534,0.053288,5.87864,0.317929,5.65766
k17_0.899_0.537_0.507_0.484_c862.mtx,88.8113,0.054341,5.85739,0.369926,5.60483
k17_0.899_0.537_0.508_0.484_c862.mtx,88.3716,0.053774,5.83073,0.398171,5.57014
k17_0.899_0.537_0.509_0.484_c862.mtx,88.3484,0.054014,5.83561,0.389164,5.58814
k17_0.899_0.537_0.510_0.484_c862.mtx,88.7537,0.05253,6.06513,0.303882,5.84554
k17_0.899_0.537_0.511_0.484_c862.mtx,88.181,0.05206,6.01165,0.389744,5.753
k17_0.899_0.537_0.512_0.484_c862.mtx,88.6172,0.05346,6.17664,0.268454,5.99612
k17_0.899_0.537_0.513_0.484_c862.mtx,88.2018,0.052663,6.13879,0.393766,5.88902
k17_0.899_0.537_0.514_0.484_c862.mtx,88.1707,0.052346,6.13882,0.381395,5.83071
