filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k21_0.985_0.437_0.437_0.484_c862.mtx,116.397,0.083062,243.39,0.0791827,243.363
k21_0.986_0.437_0.437_0.484_c862.mtx,114.376,0.066933,206.457,0.0860386,206.41
k21_0.987_0.437_0.437_0.484_c862.mtx,114.676,0.069182,208.104,0.148841,208.023
k21_0.988_0.437_0.437_0.484_c862.mtx,116.237,0.088816,207.76,0.0825099,207.716
k21_0.989_0.437_0.437_0.484_c862.mtx,117.195,0.091841,215.175,0.118296,215.123
k21_0.990_0.437_0.437_0.484_c862.mtx,115.06,0.070372,208.262,0.0583869,208.235
k21_0.991_0.437_0.437_0.484_c862.mtx,116.26,0.082717,214.377,0.0770484,214.339
k21_0.992_0.437_0.437_0.484_c862.mtx,116.863,0.078535,216.381,0.111914,216.305
k21_0.993_0.437_0.437_0.484_c862.mtx,117.013,0.081144,216.453,0.0634941,216.428
k21_0.994_0.437_0.437_0.484_c862.mtx,116.333,0.070285,220.718,0.64826,220.408
k21_0.995_0.437_0.437_0.484_c862.mtx,116.549,0.070344,222.987,0.107342,222.921
k21_0.996_0.437_0.437_0.484_c862.mtx,116.608,0.067213,221.164,0.0438263,221.15
k21_0.997_0.437_0.437_0.484_c862.mtx,117.005,0.069663,226.136,0.0963209,226.087
k21_0.998_0.437_0.437_0.484_c862.mtx,117.042,0.069315,230.25,0.0800184,230.208
