filename,rows_per_block,cols_per_block,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k16_0.899_0.537_0.531_0.484_c862.mtx,128,4,102.721,0.059233,11923.2,9.83555,11916
k16_0.899_0.537_0.531_0.484_c862.mtx,128,8,102.551,0.055924,6147.36,6.95263,6143.59
k16_0.899_0.537_0.531_0.484_c862.mtx,128,16,102.673,0.057364,3259.1,1.542,3258.06
k16_0.899_0.537_0.531_0.484_c862.mtx,128,32,102.758,0.055844,1787.61,0.577798,1787.27
k16_0.899_0.537_0.531_0.484_c862.mtx,128,64,102.517,0.052746,1033.16,0.42532,1033.12
k16_0.899_0.537_0.531_0.484_c862.mtx,128,128,102.886,0.055481,624.344,0.155574,624.294
k16_0.899_0.537_0.531_0.484_c862.mtx,128,256,102.758,0.061569,387.233,0.230473,387.098
k16_0.899_0.537_0.531_0.484_c862.mtx,128,512,102.613,0.05678,242.577,0.128667,242.551
k16_0.899_0.537_0.531_0.484_c862.mtx,128,1024,102.733,0.053164,143.949,0.113973,143.888
k16_0.899_0.537_0.531_0.484_c862.mtx,128,2048,102.786,0.053968,81.1304,0.0967269,81.0654
k16_0.899_0.537_0.531_0.484_c862.mtx,128,4096,102.636,0.054676,44.328,0.102319,44.2762
k16_0.899_0.537_0.531_0.484_c862.mtx,128,8192,102.825,0.054284,23.5191,0.118504,23.4751
k16_0.899_0.537_0.531_0.484_c862.mtx,128,16384,102.802,0.056627,12.0202,0.124542,11.9586
k16_0.899_0.537_0.531_0.484_c862.mtx,128,32768,103.081,0.054101,6.06632,0.123604,5.99386
k16_0.899_0.537_0.531_0.484_c862.mtx,128,65536,102.667,0.056201,3.32045,0.0775949,3.2802
k16_0.899_0.537_0.531_0.484_c862.mtx,256,2,102.587,0.055802,23505.9,10.5941,23500.6
k16_0.899_0.537_0.531_0.484_c862.mtx,256,4,102.773,0.055905,11995.3,12.7294,11988.5
k16_0.899_0.537_0.531_0.484_c862.mtx,256,8,102.655,0.053533,6233.38,2.37075,6233.04
k16_0.899_0.537_0.531_0.484_c862.mtx,256,16,102.76,0.05477,3324.52,1.25205,3324.26
k16_0.899_0.537_0.531_0.484_c862.mtx,256,32,102.631,0.052451,1852.78,0.70892,1852.47
k16_0.899_0.537_0.531_0.484_c862.mtx,256,64,102.392,0.054278,1082.84,0.153087,1082.78
k16_0.899_0.537_0.531_0.484_c862.mtx,256,128,102.51,0.054486,657.115,0.340235,657.001
k16_0.899_0.537_0.531_0.484_c862.mtx,256,256,102.71,0.054312,405.372,0.322088,405.271
k16_0.899_0.537_0.531_0.484_c862.mtx,256,512,102.85,0.056266,247.661,0.214206,247.572
k16_0.899_0.537_0.531_0.484_c862.mtx,256,1024,102.532,0.052825,145.28,0.144412,145.234
k16_0.899_0.537_0.531_0.484_c862.mtx,256,2048,102.47,0.054765,80.9877,0.13446,80.9332
k16_0.899_0.537_0.531_0.484_c862.mtx,256,4096,102.778,0.054946,43.9628,0.0975264,43.9201
k16_0.899_0.537_0.531_0.484_c862.mtx,256,8192,102.705,0.05408,23.1964,0.168573,23.0989
k16_0.899_0.537_0.531_0.484_c862.mtx,256,16384,102.339,0.053687,11.9024,0.145606,11.8156
k16_0.899_0.537_0.531_0.484_c862.mtx,256,32768,102.606,0.054615,6.04748,0.12739,5.98866
k16_0.899_0.537_0.531_0.484_c862.mtx,256,65536,102.97,0.057452,3.30474,0.07581,3.26363
k16_0.899_0.537_0.531_0.484_c862.mtx,512,2,102.812,0.055292,23808.5,24.2995,23812.2
k16_0.899_0.537_0.531_0.484_c862.mtx,512,4,102.788,0.05667,12268.4,5.98685,12264.4
k16_0.899_0.537_0.531_0.484_c862.mtx,512,8,102.633,0.057094,6467.85,2.73246,6466.47
k16_0.899_0.537_0.531_0.484_c862.mtx,512,16,102.781,0.05651,3526.22,2.02916,3525.29
k16_0.899_0.537_0.531_0.484_c862.mtx,512,32,102.802,0.0563,2006.05,1.14057,2005.38
k16_0.899_0.537_0.531_0.484_c862.mtx,512,64,102.719,0.054907,1196.6,0.311107,1196.53
k16_0.899_0.537_0.531_0.484_c862.mtx,512,128,102.699,0.054593,722.847,0.180095,722.727
k16_0.899_0.537_0.531_0.484_c862.mtx,512,256,102.702,0.055904,437.024,0.289915,436.853
k16_0.899_0.537_0.531_0.484_c862.mtx,512,512,102.542,0.054935,256.114,0.195227,256.011
k16_0.899_0.537_0.531_0.484_c862.mtx,512,1024,102.676,0.053222,146.828,0.204161,146.709
k16_0.899_0.537_0.531_0.484_c862.mtx,512,2048,102.797,0.055014,81.0149,0.131039,80.9302
k16_0.899_0.537_0.531_0.484_c862.mtx,512,4096,102.851,0.055709,43.5198,0.168452,43.4468
k16_0.899_0.537_0.531_0.484_c862.mtx,512,8192,102.683,0.061449,22.8995,0.141206,22.864
k16_0.899_0.537_0.531_0.484_c862.mtx,512,16384,102.538,0.053852,11.7798,0.135128,11.7086
k16_0.899_0.537_0.531_0.484_c862.mtx,512,32768,102.625,0.054422,6.03715,0.114421,5.97659
k16_0.899_0.537_0.531_0.484_c862.mtx,512,65536,102.549,0.053952,3.31104,0.0802235,3.26027
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,2,102.734,0.05458,26002.4,20.0275,25991.6
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,4,102.745,0.055119,13793.5,8.01453,13789.2
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,8,102.471,0.052657,7549.08,2.60249,7547.59
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,16,102.781,0.055369,4237.03,2.24394,4235.26
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,32,102.967,0.055533,2439.33,0.86708,2439.13
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,64,102.578,0.05359,1422.28,0.658257,1421.89
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,128,102.615,0.053927,822.298,0.321311,822.091
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,256,102.96,0.053588,467.969,0.317085,467.787
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,512,104.791,0.054832,262.052,0.278496,261.938
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,1024,102.621,0.052223,147,0.226129,146.946
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,2048,102.743,0.054816,80.4685,0.128581,80.4494
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,4096,102.587,0.053053,43.0999,0.174725,42.9861
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,8192,102.642,0.054791,22.5908,0.124126,22.5167
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,16384,102.652,0.054227,11.6612,0.139306,11.5948
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,32768,104.55,0.055301,6.0193,0.116773,5.9514
k16_0.899_0.537_0.531_0.484_c862.mtx,1024,65536,102.477,0.055662,3.31228,0.0764301,3.27042
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,2,102.685,0.052805,44215.4,14.9939,44208.1
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,4,102.563,0.054939,22771.1,13.3888,22766.6
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,8,102.616,0.052954,11805.6,6.55251,11804.1
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,16,106.45,0.072776,6176.17,2.59656,6175.87
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,32,102.891,0.053211,3260.61,1.84875,3260.15
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,64,102.732,0.056142,1731.66,0.968291,1731.09
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,128,102.359,0.051736,920.423,0.32028,920.318
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,256,102.676,0.054126,492.98,0.294424,492.788
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,512,102.69,0.053012,265.811,0.157387,265.711
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,1024,102.977,0.054752,146.541,0.237963,146.48
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,2048,102.746,0.055034,80.3678,0.135993,80.2747
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,4096,102.803,0.05247,42.7939,0.108703,42.7414
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,8192,102.748,0.05629,22.3976,0.125665,22.3415
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,16384,102.697,0.054961,11.5577,0.11862,11.5047
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,32768,102.717,0.054343,6.03485,0.0782354,5.99669
k16_0.899_0.537_0.531_0.484_c862.mtx,2048,65536,102.49,0.055227,3.31127,0.072229,3.26979
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,2,102.749,0.058564,56896.5,20.5417,56885.4
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,4,102.523,0.052628,28660.6,9.86315,28659.9
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,8,105.389,0.063983,14460.6,6.5542,14457.4
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,16,102.929,0.056444,7319,2.813,7317.42
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,32,102.671,0.053636,3721.26,1.02464,3720.86
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,64,102.871,0.054552,1899.7,0.979107,1899.04
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,128,102.756,0.056351,970.714,0.40085,970.467
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,256,104.602,0.055776,506.028,0.158978,505.967
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,512,102.825,0.057095,267.819,0.288492,267.689
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,1024,103.402,0.057236,145.632,0.261898,145.424
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,2048,102.669,0.054714,80.0103,0.162839,79.9288
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,4096,102.661,0.061178,42.7815,0.105834,42.7166
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,8192,102.77,0.05808,22.2711,0.0783468,22.22
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,16384,102.761,0.053792,11.4962,0.0482972,11.48
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,32768,102.755,0.079644,6.03373,0.104829,5.99789
k16_0.899_0.537_0.531_0.484_c862.mtx,4096,65536,102.694,0.055805,3.30027,0.0787856,3.2598
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,2,102.739,0.059726,61424.8,26.337,61416.1
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,4,102.583,0.0512,30714.1,13.4899,30709.2
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,8,102.626,0.052716,15412.7,6.89166,15409.7
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,16,102.707,0.053066,7734.82,4.09323,7734.68
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,32,102.626,0.051841,3890.54,2.32903,3889.28
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,64,102.746,0.053471,1966.47,1.00747,1965.99
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,128,102.573,0.053887,995.459,0.544404,995.284
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,256,102.544,0.053134,513.088,0.27114,512.973
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,512,103.123,0.052594,269.408,0.145711,269.305
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,1024,104.279,0.061127,145.472,0.227537,145.358
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,2048,102.921,0.05405,79.5961,0.15113,79.4998
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,4096,102.672,0.053621,42.6137,0.106331,42.5684
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,8192,102.636,0.053223,22.1693,0.0499698,22.1493
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,16384,102.573,0.055466,11.4428,0.0405168,11.4114
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,32768,102.481,0.053121,6.00906,0.0710585,5.97673
k16_0.899_0.537_0.531_0.484_c862.mtx,8192,65536,102.804,0.053915,3.31191,0.0763621,3.27078
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,2,102.6,0.051914,62950.8,36.6994,62933.8
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,4,105.581,0.069342,31524.4,13.854,31518.9
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,8,102.599,0.054172,15780,8.77769,15779.3
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,16,102.608,0.053389,7899.72,3.31664,7899.58
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,32,102.893,0.055066,3966.52,1.19407,3966.39
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,64,102.712,0.056548,1998.8,1.39051,1998.13
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,128,102.592,0.053933,1005.19,0.302198,1005.12
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,256,102.588,0.054189,516.683,0.273583,516.514
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,512,102.662,0.05395,270.553,0.368936,270.372
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,1024,102.75,0.054856,145.185,0.134509,145.101
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,2048,102.579,0.05327,78.8897,0.16479,78.7691
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,4096,102.615,0.054342,42.2997,0.114829,42.2454
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,8192,102.579,0.055102,22.0698,0.0782919,22.047
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,16384,103.033,0.054348,11.4216,0.0398235,11.4032
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,32768,102.557,0.055811,6.00214,0.0755534,5.97011
k16_0.899_0.537_0.531_0.484_c862.mtx,16384,65536,102.563,0.056082,3.32935,0.0712446,3.28813
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,2,102.952,0.0572,63555.7,40.2898,63528.7
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,4,102.575,0.052627,31795,13.3265,31788.1
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,8,102.943,0.054472,15900.7,8.66867,15900.2
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,16,102.716,0.055818,7962.08,3.00641,7960.81
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,32,102.82,0.055506,3992.41,1.9796,3991.89
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,64,102.788,0.058479,2012.72,1.22481,2012.48
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,128,102.593,0.053437,1012.86,0.402561,1012.71
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,256,102.839,0.054316,520.813,0.457452,520.798
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,512,102.739,0.052657,272.385,0.236285,272.338
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,1024,102.738,0.053635,145.507,0.119217,145.458
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,2048,102.838,0.055753,78.9521,0.0902308,78.9101
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,4096,102.722,0.054983,42.0732,0.0827144,42.0568
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,8192,102.821,0.054722,22.0279,0.0504512,22.0197
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,16384,103.043,0.054888,11.4035,0.0373397,11.3844
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,32768,104.708,0.055369,5.99304,0.0514373,5.96575
k16_0.899_0.537_0.531_0.484_c862.mtx,32768,65536,102.672,0.055323,3.34031,0.0693292,3.30707
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,2,103.739,0.058379,63879.6,15.5382,63876.1
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,4,104.151,0.064653,31984.7,12.5774,31984.1
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,8,102.666,0.055591,16018.4,4.89142,16015.1
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,16,102.575,0.053068,8018.39,4.45746,8015.92
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,32,102.915,0.054321,4023.98,1.93226,4023.81
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,64,102.957,0.05286,2025.35,0.673754,2025.08
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,128,102.716,0.053731,1020.19,0.451704,1019.96
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,256,102.602,0.050785,522.183,0.117198,522.14
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,512,102.78,0.05575,273.05,0.115642,272.985
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,1024,102.669,0.053086,145.835,0.154568,145.749
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,2048,102.762,0.054588,78.8903,0.0563219,78.8845
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,4096,102.654,0.055899,42.0465,0.0531406,42.0221
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,8192,102.741,0.054459,21.9432,0.0430479,21.9208
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,16384,102.826,0.052229,11.3525,0.0462122,11.3331
k16_0.899_0.537_0.531_0.484_c862.mtx,65536,32768,102.791,0.087388,6.02119,0.127635,5.96619
