rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,3.26188,0.01648,3.25624,0
8192,8192,62.65748,20.95073,0.01215,20.94929,0
8192,16384,45.56588,13.83595,0.00629,13.83139,0
8192,32768,36.09775,9.88708,0.00929,9.88441,0
8192,65536,27.32228,7.35407,0.00597,7.35195,0
8192,131072,19.43213,5.26275,0.00730,5.26013,0
8192,262144,11.30857,3.36120,0.00661,3.35788,0
16384,8192,59.93244,20.63433,0.02048,20.62466,0
16384,16384,41.31106,13.68449,0.00533,13.68348,0
16384,32768,32.74860,9.79888,0.01086,9.79452,0
16384,65536,24.36749,7.29933,0.01272,7.29273,0
16384,131072,17.52851,5.23295,0.00848,5.22959,0
16384,262144,9.94115,3.34994,0.00561,3.34656,0
32768,8192,57.83404,20.47446,0.01634,20.46267,0
32768,16384,37.35932,13.61702,0.01038,13.61076,0
32768,32768,29.39409,9.75316,0.01195,9.74629,0
32768,65536,21.66137,7.26424,0.00354,7.26274,0
32768,131072,15.89248,5.19347,0.01449,5.18570,0
32768,262144,8.97666,3.34875,0.00884,3.34929,0
65536,8192,57.16066,20.44961,0.01900,20.44425,0
65536,16384,34.62090,13.56621,0.00872,13.56262,0
65536,32768,27.17980,9.74882,0.00884,9.74822,0
65536,65536,19.87949,7.23794,0.01011,7.23171,0
65536,131072,14.68560,5.18406,0.01240,5.17731,0
65536,262144,8.55473,3.33270,0.01515,3.32653,0
131072,8192,57.33372,20.40591,0.00870,20.39959,0
131072,16384,32.80367,13.52746,0.01030,13.52035,0
131072,32768,25.76618,9.74486,0.00806,9.73881,0
131072,65536,18.90712,7.25237,0.00738,7.25213,0
131072,131072,13.99484,5.17721,0.01264,5.17111,0
131072,262144,8.36401,3.36276,0.00748,3.35932,0
262144,8192,56.45995,20.37765,0.01261,20.37063,0
262144,16384,40.25937,13.52096,0.01331,13.51925,0
262144,32768,24.60710,9.73197,0.00650,9.73112,0
262144,65536,18.65648,7.28974,0.00857,7.28634,0
262144,131072,13.65181,5.29857,0.00969,5.29140,0
262144,262144,8.64050,3.38607,0.00889,3.38388,0
