rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,1.31578,0.00695,1.31183,0,17,0.30914828903135316,No Tiling
131072,131072,2.13246,1.38921,0.00471,1.38687,0,17,0.2924210632575512,131072x131072
65536,131072,2.10677,1.38794,0.00284,1.38779,0,17,0.29222721016868547,65536x131072
16384,131072,2.34434,1.39392,0.00329,1.39244,0,17,0.29125132860302777,16384x131072
32768,131072,2.1496,1.39348,0.00309,1.39352,0,17,0.29102560422527124,32768x131072
8192,131072,2.66269,1.39598,0.00259,1.39528,0,17,0.29065850581962044,8192x131072
131072,65536,3.80708,1.95634,0.003,1.95602,0,17,0.20733428083557429,131072x65536
65536,65536,3.83576,1.96062,0.00702,1.95706,0,17,0.2072241014583099,65536x65536
16384,65536,4.48467,1.97154,0.0086,1.96697,0,17,0.20618006375287878,16384x65536
32768,65536,4.03308,1.97672,0.00439,1.97493,0,17,0.20534905034608822,32768x65536
8192,65536,4.85351,1.98643,0.00941,1.98099,0,17,0.20472087188728869,8192x65536
131072,32768,5.35245,2.60033,0.00464,2.59848,0,17,0.15607201132970044,131072x32768
65536,32768,5.4806,2.60961,0.01036,2.60253,0,17,0.15582913549507593,65536x32768
32768,32768,5.77096,2.61197,0.00681,2.60867,0,17,0.15546236204656014,32768x32768
16384,32768,6.26616,2.63336,0.00981,2.62888,0,17,0.1542672164571985,16384x32768
8192,32768,6.89423,2.6461,0.0089,2.64163,0,17,0.1535226356454159,8192x32768
65536,16384,7.54316,3.53003,0.01108,3.52645,0,17,0.11500233946319953,65536x16384
131072,16384,7.16293,3.52943,0.00796,3.53062,0,17,0.11486651069783778,131072x16384
32768,16384,8.03652,3.5424,0.01237,3.5333,0,17,0.11477938471117652,32768x16384
16384,16384,8.60173,3.55226,0.0141,3.54133,0,17,0.11451912134706452,16384x16384
8192,16384,9.60844,3.60932,0.00764,3.60741,0,17,0.11242137710989325,8192x16384
131072,8192,12.14438,5.17243,0.00641,5.16985,0,17,0.07844521601206998,131072x8192
65536,8192,12.37495,5.17612,0.00754,5.17373,0,17,0.07838638661082044,65536x8192
32768,8192,10.47431,5.20586,0.0084,5.20051,0,17,0.07798273630855436,32768x8192
16384,8192,11.34084,5.24752,0.00596,5.24501,0,17,0.07732111092257211,16384x8192
8192,8192,12.63905,5.30928,0.00605,5.30656,0,17,0.07642427485979618,8192x8192
