rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.12559,0.00963,1.12081,0
8192,8192,16.21255,3.72015,0.00986,3.71449,0
8192,16384,11.85718,2.44642,0.00489,2.44421,0
8192,32768,8.86183,1.59275,0.00229,1.59137,0
8192,65536,6.22795,0.89688,0.00260,0.89563,0
16384,8192,14.89481,3.67056,0.00875,3.66656,0
16384,16384,10.78063,2.49807,0.01117,2.49135,0
16384,32768,8.28496,1.55755,0.01012,1.55154,0
16384,65536,6.04807,1.00274,0.00352,1.00069,0
32768,8192,13.71604,3.66141,0.00630,3.65712,0
32768,16384,10.26208,2.49741,0.00761,2.49401,0
32768,32768,7.89818,1.66768,0.00534,1.66403,0
32768,65536,5.96478,0.91505,0.00411,0.91294,0
65536,8192,13.22478,3.65496,0.01165,3.64963,0
65536,16384,9.91916,2.49298,0.00567,2.49065,0
65536,32768,7.83443,1.66941,0.00425,1.66704,0
65536,65536,6.23206,1.16197,0.00654,1.15890,0
