rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,2.65106,0.01826,2.64028,0,18,0.31518929810474644,No Tiling
131072,262144,4.37143,2.79025,0.00761,2.78929,0,18,0.29835119331442767,131072x262144
262144,262144,4.40834,2.79221,0.0053,2.78959,0,18,0.2983191078258812,262144x262144
65536,262144,4.42416,2.79523,0.00557,2.79371,0,18,0.29787916426543914,65536x262144
16384,262144,5.23318,2.79978,0.00535,2.79747,0,18,0.2974787933382664,16384x262144
32768,262144,4.70844,2.80098,0.00623,2.79968,0,18,0.2972439707395131,32768x262144
8192,262144,6.01491,2.81292,0.00391,2.8107,0,18,0.29607855694311025,8192x262144
262144,131072,7.82781,3.94259,0.01507,3.93658,0,18,0.21139872681363012,262144x131072
131072,131072,7.82075,3.95396,0.01183,3.94768,0,18,0.21080432051230089,131072x131072
32768,131072,8.71821,3.97208,0.00535,3.96951,0,18,0.20964501915853595,32768x131072
65536,131072,8.16994,3.97456,0.00855,3.97104,0,18,0.20956424513477578,65536x131072
16384,131072,9.59282,3.9842,0.00663,3.98242,0,18,0.20896540294594743,16384x131072
8192,131072,10.5082,3.99997,0.00686,3.99556,0,18,0.2082781887895564,8192x131072
262144,65536,10.90704,5.29776,0.00754,5.29566,0,18,0.15714528500696798,262144x65536
131072,65536,11.11627,5.30963,0.00439,5.30762,0,18,0.1567911794740392,131072x65536
65536,65536,11.62098,5.32467,0.0039,5.32513,0,18,0.15627562144022775,65536x65536
32768,65536,12.56999,5.33765,0.00344,5.33538,0,18,0.15597539444238273,32768x65536
16384,65536,13.77197,5.35457,0.00614,5.35046,0,18,0.15553578570814472,16384x65536
8192,65536,15.48628,5.38763,0.00874,5.38523,0,18,0.1545315613260715,8192x65536
262144,32768,14.47969,7.15874,0.00287,7.15728,0,18,0.11627154449735094,262144x32768
131072,32768,15.24813,7.1665,0.00382,7.16494,0,18,0.1161472391953038,131072x32768
65536,32768,16.09948,7.18236,0.00519,7.18027,0,18,0.11589926284109094,65536x32768
32768,32768,17.16065,7.18852,0.00518,7.18652,0,18,0.11579846713012695,32768x32768
16384,32768,18.87328,7.24452,0.01029,7.24034,0,18,0.1149376962960303,16384x32768
8192,32768,21.0786,7.31262,0.00436,7.30985,0,18,0.11384474373619158,8192x32768
262144,16384,23.51145,10.45796,0.009,10.45424,0,18,0.07960291709392553,262144x16384
131072,16384,23.98222,10.46801,0.00838,10.46419,0,18,0.07952722570977783,131072x16384
65536,16384,21.27736,10.4981,0.00503,10.49704,0,18,0.07927834894408328,65536x16384
32768,16384,22.72433,10.5563,0.00262,10.55508,0,18,0.07884241521618027,32768x16384
16384,16384,24.70614,10.62243,0.00661,10.62077,0,18,0.07835477088760984,16384x16384
8192,16384,27.33614,10.78661,0.00496,10.78352,0,18,0.077172203510542,8192x16384
131072,8192,33.07038,17.01888,0.01668,17.01288,0,18,0.048915174855756346,131072x8192
65536,8192,34.33868,17.05123,0.01531,17.04233,0,18,0.04883064698312965,65536x8192
262144,8192,35.06333,17.09308,0.00984,17.08634,0,18,0.04870487184499431,262144x8192
32768,8192,34.7764,17.15076,0.01328,17.14513,0,18,0.048537864688106766,32768x8192
16384,8192,38.55013,17.32533,0.00702,17.3225,0,18,0.04804087169865782,16384x8192
8192,8192,39.66378,17.64062,0.00865,17.63634,0,18,0.04718598076471649,8192x8192
