rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,0.40493,0.01703,0.39149,0,15,0.63979156555723,No Tiling
16384,32768,1.27216,0.42537,0.00463,0.42263,0,15,0.5926507820079029,16384x32768
32768,32768,1.24847,0.4255,0.0033,0.42373,0,15,0.5911122648856583,32768x32768
8192,32768,1.28104,0.42684,0.00493,0.42496,0,15,0.5894013554216867,8192x32768
16384,16384,2.18122,0.71689,0.00298,0.71701,0,15,0.3493284612487971,16384x16384
8192,16384,2.2997,0.71991,0.00405,0.71748,0,15,0.34909962647042425,8192x16384
32768,16384,2.11963,0.72114,0.00247,0.72016,0,15,0.34780048878027103,32768x16384
16384,8192,2.95469,1.04358,0.00308,1.04197,0,15,0.2403831204353292,16384x8192
8192,8192,3.14613,1.05165,0.00268,1.05041,0,15,0.2384516522119934,8192x8192
32768,8192,2.88423,1.05993,0.00232,1.0584,0,15,0.23665154950869235,32768x8192
