rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,10.34176,0.07826,10.28842,0
8192,8192,433.62406,243.73176,0.04931,243.71111,0
8192,16384,331.94117,130.33845,0.03426,130.31910,0
8192,32768,219.72045,74.24956,0.03214,74.22851,0
8192,65536,148.91606,46.38541,0.02963,46.37307,0
8192,131072,113.52691,31.14713,0.06178,31.12629,0
8192,262144,83.89354,21.94961,0.09248,21.89939,0
16384,8192,427.42172,237.04141,0.01952,237.03004,0
16384,16384,306.04674,127.64931,0.01928,127.64594,0
16384,32768,194.79927,72.96965,0.02475,72.95232,0
16384,65536,133.78739,45.05326,0.03346,45.03780,0
16384,131072,102.06774,30.54958,0.06236,30.51708,0
16384,262144,75.13107,21.68212,0.11349,21.62820,0
32768,8192,438.34716,233.55476,0.02408,233.54596,0
32768,16384,274.21743,125.94870,0.03017,125.93933,0
32768,32768,188.84742,72.01341,0.02169,72.00251,0
32768,65536,121.89829,44.61203,0.03183,44.60056,0
32768,131072,92.80315,30.42038,0.07405,30.37495,0
32768,262144,68.53287,21.57577,0.06386,21.53893,0
65536,8192,427.58627,232.00054,0.02133,231.99228,0
65536,16384,275.40788,125.09988,0.02920,125.08652,0
65536,32768,187.07124,71.52670,0.01788,71.52483,0
65536,65536,112.67058,44.36773,0.04837,44.32851,0
65536,131072,85.29644,30.06546,0.04838,30.03369,0
65536,262144,64.77808,21.43541,0.05153,21.42027,0
131072,8192,373.66613,232.64518,0.18934,232.51699,0
131072,16384,256.19547,125.03396,0.02517,125.01603,0
131072,32768,178.53650,71.67888,0.03149,71.65064,0
131072,65536,104.65959,44.11717,0.03126,44.09931,0
131072,131072,78.94504,29.92355,0.04904,29.89680,0
131072,262144,55.94581,21.37309,0.07523,21.33578,0
262144,8192,465.37991,232.19312,0.09777,232.15004,0
262144,16384,271.92407,124.88833,0.08668,124.83576,0
262144,32768,159.93869,71.29662,0.04021,71.28172,0
262144,65536,99.54908,44.08814,0.02367,44.07919,0
262144,131072,73.94421,29.72425,0.04674,29.69770,0
262144,262144,52.30893,21.37326,0.06335,21.34015,0
