rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.05176,0.00978,1.04466,0
8192,8192,13.17236,5.03144,0.00573,5.02914,0
8192,16384,8.10554,3.22346,0.01240,3.21744,0
8192,32768,5.77685,2.23056,0.00726,2.22718,0
8192,65536,4.04656,1.59047,0.00554,1.58816,0
8192,131072,2.31294,1.11671,0.00194,1.11539,0
16384,8192,11.63330,4.96900,0.00995,4.96788,0
16384,16384,7.34474,3.19771,0.00752,3.19351,0
16384,32768,5.22429,2.20594,0.00535,2.20254,0
16384,65536,3.69125,1.57908,0.00256,1.57842,0
16384,131072,2.06418,1.10559,0.00347,1.10358,0
32768,8192,11.32532,4.93182,0.00703,4.92784,0
32768,16384,6.81874,3.18818,0.00783,3.18352,0
32768,32768,4.87350,2.19820,0.00693,2.19372,0
32768,65536,3.43305,1.57337,0.00940,1.56920,0
32768,131072,1.96179,1.10557,0.00305,1.10459,0
65536,8192,8.61864,4.90398,0.00764,4.90205,0
65536,16384,6.47099,3.17990,0.00943,3.17316,0
65536,32768,4.63245,2.19082,0.00576,2.18886,0
65536,65536,3.32339,1.56641,0.00329,1.56448,0
65536,131072,1.90791,1.09629,0.00265,1.09517,0
131072,8192,10.69543,4.88069,0.01239,4.87191,0
131072,16384,6.14525,3.16535,0.00548,3.16427,0
131072,32768,4.54741,2.18185,0.00598,2.17807,0
131072,65536,3.19587,1.55389,0.00529,1.55156,0
131072,131072,1.96263,1.11037,0.00286,1.11034,0
