rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,5.87399,0.05557,5.84761,0
8192,8192,151.51485,66.14623,0.01828,66.13597,0
8192,16384,107.42868,38.12114,0.01689,38.11380,0
8192,32768,75.42189,24.04186,0.01901,24.03060,0
8192,65536,57.93352,16.96430,0.02543,16.94110,0
8192,131072,42.79759,12.63421,0.00770,12.63073,0
8192,262144,30.35021,9.22149,0.00745,9.22004,0
16384,8192,138.62024,64.70169,0.01889,64.69200,0
16384,16384,100.77545,37.34057,0.01883,37.33296,0
16384,32768,67.84680,23.80062,0.01523,23.79110,0
16384,65536,53.13155,16.76304,0.01950,16.75304,0
16384,131072,38.72386,12.51968,0.02284,12.50591,0
16384,262144,26.93965,9.15544,0.01219,9.14988,0
32768,8192,141.72674,63.88630,0.01527,63.87941,0
32768,16384,89.73771,37.00427,0.01660,36.99932,0
32768,32768,63.02898,23.58053,0.02550,23.56342,0
32768,65536,47.47688,16.64899,0.01440,16.64355,0
32768,131072,35.10443,12.48211,0.00733,12.47794,0
32768,262144,24.66213,9.14393,0.01361,9.14250,0
65536,8192,143.47792,63.53055,0.17502,63.44544,0
65536,16384,95.92975,36.78970,0.01640,36.78134,0
65536,32768,57.36472,23.45574,0.02185,23.43962,0
65536,65536,43.27492,16.62256,0.00987,16.62083,0
65536,131072,31.90772,12.46403,0.00908,12.45959,0
65536,262144,22.48287,9.13574,0.03123,9.12150,0
131072,8192,149.38922,63.30305,0.05252,63.27780,0
131072,16384,90.98749,36.77354,0.02607,36.76018,0
131072,32768,52.81752,23.44203,0.01135,23.43527,0
131072,65536,40.56151,16.61172,0.00777,16.60563,0
131072,131072,29.49594,12.44903,0.01145,12.44427,0
131072,262144,21.13443,9.10103,0.01089,9.09259,0
262144,8192,147.43182,63.45053,0.06761,63.42089,0
262144,16384,94.11175,36.78917,0.04932,36.77911,0
262144,32768,50.77086,23.40665,0.03390,23.38903,0
262144,65536,38.24206,16.58822,0.00571,16.58614,0
262144,131072,28.25614,12.42077,0.01214,12.41809,0
262144,262144,20.26098,9.10361,0.01238,9.09540,0
