rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.86422,0.00370,0.86322,0
8192,8192,27.27926,5.45962,0.00778,5.45537,0
8192,16384,19.76145,3.30569,0.00805,3.30320,0
8192,32768,15.28473,1.83446,0.00624,1.83270,0
8192,65536,10.28801,0.95905,0.00551,0.95553,0
16384,8192,24.57079,5.44557,0.01208,5.43706,0
16384,16384,18.04480,3.24500,0.00516,3.24273,0
16384,32768,13.57432,1.79335,0.00371,1.79160,0
16384,65536,9.44117,1.00399,0.00283,1.00240,0
32768,8192,22.73597,5.42734,0.00748,5.42279,0
32768,16384,16.78686,3.35467,0.00690,3.35017,0
32768,32768,12.97329,1.79488,0.00371,1.79521,0
32768,65536,9.82966,0.92022,0.01151,0.91548,0
65536,8192,21.63698,5.40137,0.01346,5.39409,0
65536,16384,16.45673,3.36151,0.00859,3.35659,0
65536,32768,13.07887,2.02201,0.00525,2.02138,0
65536,65536,9.30826,0.91686,0.00316,0.91485,0
