rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,2.11533,0.02055,2.10754,0,18,0.35844918720403884,No Tiling
131072,262144,3.93784,2.1829,0.00886,2.17833,0,18,0.3468005306817608,131072x262144
65536,262144,4.05007,2.19657,0.00502,2.19448,0,18,0.3442482957238161,65536x262144
32768,262144,4.19572,2.21418,0.00524,2.21114,0,18,0.34165453114682925,32768x262144
8192,262144,5.34102,2.21577,0.00459,2.21284,0,18,0.3413920572657761,8192x262144
16384,262144,4.71218,2.22339,0.00488,2.22282,0,18,0.3398592778542572,16384x262144
262144,262144,4.06352,2.31622,0.01082,2.31064,0,18,0.32694231901118304,262144x262144
262144,131072,6.48725,3.10707,0.00542,3.10483,0,18,0.2433131604628917,262144x131072
131072,131072,6.75491,3.12885,0.01206,3.11962,0,18,0.24215962200524424,131072x131072
65536,131072,6.92572,3.13007,0.00972,3.12434,0,18,0.24179378684778224,65536x131072
16384,131072,8.05809,3.13755,0.00481,3.13527,0,18,0.24095085909666472,16384x131072
32768,131072,7.42248,3.14868,0.01164,3.14068,0,18,0.2405358075321268,32768x131072
8192,131072,8.96825,3.165,0.00778,3.16132,0,18,0.23896536889653688,8192x131072
262144,65536,9.16909,4.37786,0.01054,4.36904,0,18,0.17290892278395253,262144x65536
131072,65536,9.27153,4.37713,0.00765,4.37438,0,18,0.17269784518034556,131072x65536
65536,65536,9.7756,4.38421,0.01202,4.37815,0,18,0.17254913605061498,65536x65536
32768,65536,10.40769,4.40673,0.01183,4.40216,0,18,0.17160802878586875,32768x65536
16384,65536,11.48742,4.44272,0.01051,4.43674,0,18,0.1702705139359079,16384x65536
8192,65536,12.74052,4.44786,0.00919,4.44291,0,18,0.1700340542572323,8192x65536
262144,32768,12.35846,6.3584,0.00373,6.35622,0,18,0.11885145573941745,262144x32768
131072,32768,12.88237,6.37861,0.00506,6.3773,0,18,0.11845859533031221,131072x32768
65536,32768,13.59506,6.38292,0.00715,6.38,0,18,0.11840846394984327,65536x32768
32768,32768,14.65038,6.40915,0.00784,6.40758,0,18,0.11789880110743838,32768x32768
16384,32768,15.94365,6.42985,0.00662,6.42855,0,18,0.11751421393626868,16384x32768
8192,32768,17.59757,6.51018,0.00601,6.5082,0,18,0.11607602716572939,8192x32768
131072,16384,17.35101,9.83341,0.00606,9.83148,0,18,0.07683949924121292,131072x16384
262144,16384,21.104,9.84058,0.00776,9.83616,0,18,0.07680293935844883,262144x16384
65536,16384,22.27599,9.87286,0.00714,9.86985,0,18,0.07654077822864583,65536x16384
32768,16384,23.53148,9.90345,0.00854,9.90071,0,18,0.07630220458936783,32768x16384
16384,16384,25.33876,9.98723,0.00535,9.98593,0,18,0.0756510410147077,16384x16384
8192,16384,25.65727,10.12111,0.00597,10.11677,0,18,0.07467264749519857,8192x16384
262144,8192,32.32431,16.52141,0.01311,16.51476,0,18,0.0457436862539934,262144x8192
131072,8192,29.84821,16.52683,0.02043,16.51487,0,18,0.045743381570669345,131072x8192
65536,8192,30.82458,16.55639,0.00884,16.55042,0,18,0.045645125622189656,65536x8192
32768,8192,35.30583,16.61603,0.0154,16.60634,0,18,0.04549142074653415,32768x8192
16384,8192,34.91873,16.77365,0.01143,16.76951,0,18,0.045048781985877945,16384x8192
8192,8192,35.84871,17.08465,0.01187,17.07697,0,18,0.0442377072747683,8192x8192
