rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,0.18379,0.004,0.18157,0,14,0.4301151071212205,No Tiling
16384,16384,0.39616,0.18865,0.0033,0.18651,0,14,0.41872285668328774,16384x16384
8192,16384,0.3948,0.19162,0.0033,0.18953,0,14,0.41205086266026486,8192x16384
16384,8192,0.6685,0.28804,0.00554,0.2854,0,14,0.27363700070077085,16384x8192
8192,8192,0.69768,0.29608,0.00382,0.29444,0,14,0.2652357016709686,8192x8192
