rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,1.93975,0.00796,1.9364,0,17,1.627053294773807,No Tiling
131072,131072,16.71393,2.0436,0.0317,2.02732,0,17,1.5540842096955587,131072x131072
32768,131072,17.01654,2.12751,0.01023,2.12147,0,17,1.4851145667862378,32768x131072
8192,131072,19.86613,2.17184,0.01727,2.1652,0,17,1.4551200812857934,8192x131072
16384,131072,17.02674,2.28571,0.00898,2.27894,0,17,1.3824962482557681,16384x131072
65536,131072,17.62625,2.33485,0.02572,2.32388,0,17,1.3557610547876826,65536x131072
16384,65536,24.04106,3.40211,0.01551,3.39556,0,17,0.9278663902272379,16384x65536
8192,65536,26.01468,3.46445,0.00974,3.4602,0,17,0.9105329171724178,8192x65536
65536,65536,21.66073,3.58447,0.01122,3.57959,0,17,0.8801639293885613,65536x65536
32768,65536,21.85077,3.60119,0.01222,3.59542,0,17,0.8762887228752134,32768x65536
131072,65536,21.27869,3.88164,0.01351,3.87325,0,17,0.8134321306396437,131072x65536
8192,32768,34.6158,5.52289,0.00722,5.5202,0,17,0.5707449005470816,8192x32768
16384,32768,30.5539,5.56351,0.01109,5.56131,0,17,0.5665258725012632,16384x32768
65536,32768,26.57769,5.64678,0.01244,5.6383,0,17,0.5587900608339393,65536x32768
32768,32768,28.44474,5.65884,0.01388,5.6487,0,17,0.5577612548019898,32768x32768
131072,32768,26.55742,5.67136,0.01697,5.66136,0,17,0.5565139825059703,131072x32768
131072,16384,33.83345,8.3385,0.01361,8.33349,0,17,0.3780680123213684,131072x16384
32768,16384,38.05478,8.36115,0.01478,8.35867,0,17,0.37692910474991836,32768x16384
65536,16384,35.99314,8.36732,0.00992,8.36509,0,17,0.37663982097024656,65536x16384
8192,16384,46.16567,8.38733,0.00946,8.38618,0,17,0.37569262763260514,8192x16384
16384,16384,42.00809,8.41397,0.01487,8.4072,0,17,0.37475330668950424,16384x16384
32768,8192,48.73399,12.17178,0.02289,12.15827,0,17,0.25913439987761416,32768x8192
65536,8192,45.29128,12.16727,0.01281,12.16359,0,17,0.2590210620384278,65536x8192
131072,8192,44.60834,12.16835,0.00886,12.16392,0,17,0.2590140349492598,131072x8192
16384,8192,53.04163,12.22799,0.01545,12.22307,0,17,0.2577606116957524,16384x8192
8192,8192,57.96313,12.30769,0.01369,12.29929,0,17,0.25616324194323414,8192x8192
