rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.58347,0.01280,1.58433,0
8192,8192,19.91766,6.74620,0.00358,6.74380,0
8192,16384,15.54017,4.81171,0.00710,4.81011,0
8192,32768,11.81619,3.56945,0.01002,3.56285,0
8192,65536,8.30194,2.57775,0.00524,2.57412,0
8192,131072,4.63846,1.64812,0.00474,1.64598,0
16384,8192,18.25250,6.68053,0.00515,6.67857,0
16384,16384,14.19923,4.74995,0.00594,4.74584,0
16384,32768,10.47590,3.52907,0.00567,3.52726,0
16384,65536,7.48610,2.55695,0.00231,2.55610,0
16384,131072,4.20792,1.63760,0.00619,1.63411,0
32768,8192,16.71840,6.62521,0.00437,6.62413,0
32768,16384,12.89968,4.75558,0.00556,4.75387,0
32768,32768,9.47349,3.50939,0.00486,3.50733,0
32768,65536,6.90354,2.54658,0.00804,2.54114,0
32768,131072,3.92843,1.63526,0.00676,1.63125,0
65536,8192,15.64667,6.60994,0.00257,6.60947,0
65536,16384,12.34607,4.74170,0.00589,4.74027,0
65536,32768,8.92838,3.50944,0.00957,3.50395,0
65536,65536,6.57372,2.53174,0.00505,2.53025,0
65536,131072,3.90061,1.63454,0.00407,1.63198,0
131072,8192,15.21998,6.59194,0.00417,6.59184,0
131072,16384,11.64536,4.73769,0.00448,4.73595,0
131072,32768,8.88559,3.51645,0.00966,3.51305,0
131072,65536,6.38695,2.57957,0.00634,2.57657,0
131072,131072,3.99558,1.64548,0.00435,1.64273,0
