rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,1.25981,0.01518,1.25054,0
8192,8192,14.95905,5.84763,0.00731,5.84701,0
8192,16384,11.41254,3.91278,0.00506,3.91004,0
8192,32768,8.28280,2.74502,0.00342,2.74389,0
8192,65536,6.05530,1.94143,0.00313,1.93915,0
8192,131072,3.58393,1.32691,0.00289,1.32508,0
16384,8192,13.44060,5.75951,0.00452,5.75637,0
16384,16384,10.37478,3.88562,0.01524,3.87877,0
16384,32768,7.48751,2.73655,0.00953,2.73274,0
16384,65536,5.35656,1.92713,0.00337,1.92607,0
16384,131072,3.17932,1.31508,0.00470,1.31241,0
32768,8192,12.53835,5.74188,0.00568,5.73920,0
32768,16384,9.61842,3.87055,0.01017,3.86296,0
32768,32768,6.89346,2.71899,0.00816,2.71185,0
32768,65536,5.03794,1.92492,0.00530,1.92321,0
32768,131072,2.94268,1.31090,0.00388,1.30792,0
65536,8192,11.87599,5.70989,0.01217,5.71034,0
65536,16384,9.01565,3.85217,0.01183,3.84755,0
65536,32768,6.61002,2.70757,0.00712,2.70282,0
65536,65536,4.85329,1.92632,0.00428,1.92636,0
65536,131072,2.98315,1.31326,0.00261,1.31253,0
131072,8192,11.50177,5.69282,0.00658,5.69269,0
131072,16384,8.64457,3.82820,0.01112,3.82210,0
131072,32768,6.46828,2.71795,0.01071,2.71262,0
131072,65536,4.72301,1.92176,0.00637,1.92247,0
131072,131072,3.17915,1.32368,0.00410,1.32188,0
