rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.72373,0.00945,0.71740,0
8192,8192,7.20134,2.20072,0.00637,2.19644,0
8192,16384,5.28066,1.50157,0.00368,1.49985,0
8192,32768,3.89109,1.05473,0.00111,1.05430,0
8192,65536,2.78797,0.69666,0.00353,0.69455,0
16384,8192,6.66765,2.18291,0.00402,2.18152,0
16384,16384,4.82055,1.49176,0.00185,1.49033,0
16384,32768,3.62926,1.04805,0.00185,1.04687,0
16384,65536,2.58726,0.75264,0.00270,0.75127,0
32768,8192,6.20310,2.16147,0.00638,2.15729,0
32768,16384,4.60484,1.48403,0.00460,1.48241,0
32768,32768,3.52312,1.05418,0.00425,1.05228,0
32768,65536,2.63980,0.75809,0.00355,0.75640,0
65536,8192,5.94885,2.14932,0.00524,2.14689,0
65536,16384,4.53042,1.47838,0.00777,1.47423,0
65536,32768,3.52033,1.06404,0.00333,1.06279,0
65536,65536,2.57149,0.75208,0.00316,0.75040,0
