rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.94556,0.00392,0.94360,0
8192,8192,8.95388,4.25213,0.00585,4.24830,0
8192,16384,4.87847,2.55354,0.00528,2.55088,0
8192,32768,3.44003,1.70060,0.00663,1.69619,0
8192,65536,2.28698,1.26580,0.00156,1.26469,0
8192,131072,1.26563,1.00264,0.00167,1.00224,0
16384,8192,7.65439,4.19164,0.00835,4.18611,0
16384,16384,4.38997,2.52866,0.01030,2.52337,0
16384,32768,3.03355,1.68118,0.00430,1.67900,0
16384,65536,2.03777,1.25357,0.00382,1.25173,0
16384,131072,1.11635,0.99438,0.00357,0.99251,0
32768,8192,7.33470,4.13974,0.00805,4.13464,0
32768,16384,4.02493,2.50259,0.00744,2.49885,0
32768,32768,2.79195,1.67584,0.00412,1.67317,0
32768,65536,1.86264,1.25003,0.00744,1.24532,0
32768,131072,1.01593,0.99397,0.00061,0.99393,0
65536,8192,6.99275,4.12207,0.00832,4.11728,0
65536,16384,3.83639,2.48588,0.00783,2.48191,0
65536,32768,2.64046,1.66638,0.00490,1.66411,0
65536,65536,1.76625,1.24664,0.00665,1.24317,0
65536,131072,1.00673,0.99250,0.00212,0.99211,0
131072,8192,7.76218,4.11054,0.01607,4.10334,0
131072,16384,4.13460,2.47731,0.00487,2.47479,0
131072,32768,2.58139,1.65981,0.00485,1.65749,0
131072,65536,1.71457,1.24497,0.00375,1.24250,0
131072,131072,1.00019,1.05349,0.00215,1.05184,0
