rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,2.99109,0.03671,2.96737,0
8192,8192,53.78868,19.16254,0.01340,19.15516,0
8192,16384,42.34489,12.50619,0.01041,12.50512,0
8192,32768,33.22357,8.31041,0.01407,8.30615,0
8192,65536,24.95536,5.68586,0.00872,5.68221,0
8192,131072,18.55109,3.99438,0.01046,3.98647,0
8192,262144,14.15793,2.81257,0.00462,2.81073,0
16384,8192,49.86695,19.71698,0.01646,19.70778,0
16384,16384,38.46929,12.37045,0.01302,12.36287,0
16384,32768,29.98395,8.24942,0.01400,8.24483,0
16384,65536,22.72429,5.71377,0.00615,5.71404,0
16384,131072,16.88676,4.02649,0.00755,4.02737,0
16384,262144,12.40064,2.97465,0.00608,2.97269,0
32768,8192,46.24846,20.05070,0.02971,20.03351,0
32768,16384,35.69806,12.48230,0.01598,12.47659,0
32768,32768,27.12405,8.19436,0.01802,8.19064,0
32768,65536,20.51588,5.67854,0.01463,5.66939,0
32768,131072,15.39160,4.07011,0.01052,4.06473,0
32768,262144,11.57221,2.88525,0.00928,2.88085,0
65536,8192,44.24867,20.23377,0.01839,20.22675,0
65536,16384,33.15276,12.55255,0.00994,12.54776,0
65536,32768,25.93116,8.21231,0.01600,8.20230,0
65536,65536,18.88519,5.66144,0.01362,5.65293,0
65536,131072,14.69504,4.10406,0.01164,4.10319,0
65536,262144,11.75497,3.06637,0.00831,3.06360,0
131072,8192,41.95740,20.19396,0.01990,20.18465,0
131072,16384,31.38751,12.49918,0.02013,12.48913,0
131072,32768,24.31661,8.19295,0.01317,8.18640,0
131072,65536,18.32776,5.64239,0.01443,5.63458,0
131072,131072,14.47415,4.08842,0.00581,4.08515,0
131072,262144,11.81792,3.04989,0.00664,3.04788,0
262144,8192,41.18245,20.17987,0.02756,20.16369,0
262144,16384,30.33183,12.50877,0.01218,12.50362,0
262144,32768,23.67034,8.18714,0.01714,8.17886,0
262144,65536,18.23517,5.64928,0.01364,5.64189,0
262144,131072,14.96400,4.06948,0.01643,4.06408,0
262144,262144,12.14312,3.12112,0.02078,3.10747,0
