rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,0.85777,0.04495,0.82112,0
8192,8192,9.17382,2.81129,0.00967,2.80486,0
8192,16384,6.94605,2.06881,0.00466,2.06624,0
8192,32768,5.08480,1.42823,0.00558,1.42590,0
8192,65536,2.95079,0.86747,0.01160,0.86011,0
16384,8192,8.61196,2.78217,0.00522,2.77925,0
16384,16384,6.31121,2.03959,0.00456,2.03763,0
16384,32768,4.63153,1.41796,0.00289,1.41568,0
16384,65536,2.64667,0.85594,0.00730,0.85154,0
32768,8192,7.97678,2.78049,0.00600,2.77726,0
32768,16384,5.92409,2.03301,0.00282,2.03158,0
32768,32768,4.34730,1.40227,0.00488,1.40256,0
32768,65536,2.67738,0.86138,0.00419,0.85988,0
65536,8192,7.61249,2.76752,0.00776,2.76283,0
65536,16384,5.78804,2.03222,0.00616,2.03115,0
65536,32768,4.26422,1.41210,0.00442,1.41080,0
65536,65536,2.60590,0.86408,0.00334,0.86178,0
