rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,4.90759,0.21280,4.81659,0
8192,8192,206.17413,42.20933,0.04507,42.19392,0
8192,16384,165.61344,30.55443,0.02600,30.54798,0
8192,32768,131.53540,20.97117,0.04110,20.94717,0
8192,65536,99.73703,13.13009,0.02984,13.11907,0
8192,131072,74.97213,7.76801,0.04336,7.74621,0
8192,262144,50.27162,5.33765,0.14928,5.26555,0
16384,8192,197.36569,41.97990,0.02026,41.96502,0
16384,16384,149.95782,30.38856,0.02556,30.37677,0
16384,32768,119.25801,20.82601,0.01334,20.82234,0
16384,65536,89.47364,13.02997,0.04257,13.00564,0
16384,131072,67.37848,7.91445,0.05219,7.89078,0
16384,262144,45.45247,5.41182,0.18334,5.32083,0
32768,8192,178.08178,41.84520,0.01328,41.84427,0
32768,16384,136.27509,30.25545,0.02881,30.24068,0
32768,32768,107.95688,20.84721,0.01997,20.83973,0
32768,65536,78.67913,13.10704,0.03750,13.09376,0
32768,131072,60.91649,7.77110,0.07466,7.73236,0
32768,262144,42.42690,5.28236,0.26120,5.13602,0
65536,8192,168.12325,41.64228,0.03317,41.62963,0
65536,16384,126.08799,30.19407,0.03064,30.18369,0
65536,32768,97.91122,20.79844,0.03446,20.77973,0
65536,65536,71.83957,12.97299,0.07455,12.93696,0
65536,131072,55.68710,7.77589,0.07090,7.73849,0
65536,262144,39.61777,5.39434,0.25484,5.24842,0
131072,8192,164.58329,41.52449,0.02859,41.51911,0
131072,16384,116.74516,30.18932,0.02608,30.17114,0
131072,32768,90.76215,20.79746,0.04404,20.77327,0
131072,65536,67.21191,13.31156,0.03872,13.29746,0
131072,131072,53.00564,7.74013,0.07515,7.70760,0
131072,262144,40.28905,5.21275,0.27949,5.05776,0
262144,8192,158.80331,41.51184,0.05656,41.47867,0
262144,16384,123.78419,30.16923,0.04676,30.15428,0
262144,32768,85.86204,20.78539,0.02160,20.77941,0
262144,65536,66.21777,13.31959,0.03893,13.30555,0
262144,131072,70.04400,8.41839,0.06961,8.38408,0
262144,262144,38.14055,5.18693,0.23771,5.06437,0
