filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k16_0.899_0.537_0.537_0.561_c862-r4_c4.tns,82.5025,0.104106,172.313,0.27575,172.187
k16_0.899_0.537_0.537_0.561_c862-r4_c8.tns,c size: (4 x 8), 264 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c16.tns,c size: (4 x 16), 520 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c32.tns,c size: (4 x 32), 1032 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c64.tns,B size: (16384 x 4 x 1024 x 64), 57548516 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c128.tns,B size: (16384 x 4 x 512 x 128), 56767068 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c256.tns,B size: (16384 x 4 x 256 x 256), 55415820 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c512.tns,B size: (16384 x 4 x 128 x 512), 53253820 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c1024.tns,B size: (16384 x 4 x 64 x 1024), 50145756 bytes
k16_0.899_0.537_0.537_0.561_c862-r4_c2048.tns,B size: (16384 x 4 x 32 x 2048), 46305780 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c4.tns,83.1406,0.071955,105.256,0.206151,105.092
k16_0.899_0.537_0.537_0.561_c862-r8_c8.tns,82.1492,0.071594,67.7845,0.420898,67.5332
k16_0.899_0.537_0.537_0.561_c862-r8_c16.tns,c size: (8 x 16), 1032 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c32.tns,B size: (8192 x 8 x 2048 x 32), 57916268 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c64.tns,B size: (8192 x 8 x 1024 x 64), 57482980 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c128.tns,B size: (8192 x 8 x 512 x 128), 56701532 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c256.tns,B size: (8192 x 8 x 256 x 256), 55350284 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c512.tns,B size: (8192 x 8 x 128 x 512), 53188284 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c1024.tns,B size: (8192 x 8 x 64 x 1024), 50080220 bytes
k16_0.899_0.537_0.537_0.561_c862-r8_c2048.tns,B size: (8192 x 8 x 32 x 2048), 46240244 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c4.tns,83.9539,0.141385,68.2667,0.149558,68.1971
k16_0.899_0.537_0.537_0.561_c862-r16_c8.tns,81.9258,0.119745,47.7494,0.300437,47.5849
k16_0.899_0.537_0.537_0.561_c862-r16_c16.tns,82.7048,0.103063,31.9709,0.28044,31.84
k16_0.899_0.537_0.537_0.561_c862-r16_c32.tns,B size: (4096 x 16 x 2048 x 32), 57883500 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c64.tns,B size: (4096 x 16 x 1024 x 64), 57450212 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c128.tns,B size: (4096 x 16 x 512 x 128), 56668764 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c256.tns,B size: (4096 x 16 x 256 x 256), 55317516 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c512.tns,B size: (4096 x 16 x 128 x 512), 53155516 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c1024.tns,B size: (4096 x 16 x 64 x 1024), 50047452 bytes
k16_0.899_0.537_0.537_0.561_c862-r16_c2048.tns,B size: (4096 x 16 x 32 x 2048), 46207476 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c4.tns,82.8347,0.109095,48.431,0.356879,48.2762
k16_0.899_0.537_0.537_0.561_c862-r32_c8.tns,82.6859,0.108484,34.6804,0.17371,34.6106
k16_0.899_0.537_0.537_0.561_c862-r32_c16.tns,80.7449,0.109807,20.3488,0.0734782,20.3287
k16_0.899_0.537_0.537_0.561_c862-r32_c32.tns,82.3006,0.098244,10.1028,0.311967,9.93773
k16_0.899_0.537_0.537_0.561_c862-r32_c64.tns,B size: (2048 x 32 x 1024 x 64), 57433828 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c128.tns,B size: (2048 x 32 x 512 x 128), 56652380 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c256.tns,B size: (2048 x 32 x 256 x 256), 55301132 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c512.tns,B size: (2048 x 32 x 128 x 512), 53139132 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c1024.tns,B size: (2048 x 32 x 64 x 1024), 50031068 bytes
k16_0.899_0.537_0.537_0.561_c862-r32_c2048.tns,B size: (2048 x 32 x 32 x 2048), 46191092 bytes
k16_0.899_0.537_0.537_0.561_c862-r64_c4.tns,83.1994,0.105947,34.7541,0.227956,34.5606
k16_0.899_0.537_0.537_0.561_c862-r64_c8.tns,82.8345,0.068067,23.2184,0.248898,23.0581
k16_0.899_0.537_0.537_0.561_c862-r64_c16.tns,81.619,0.074488,14.2392,1.13704,13.5696
k16_0.899_0.537_0.537_0.561_c862-r64_c32.tns,82.2555,0.108863,7.83746,0.665146,7.5403
k16_0.899_0.537_0.537_0.561_c862-r64_c64.tns,82.4166,0.111527,6.69159,0.0542028,6.68362
k16_0.899_0.537_0.537_0.561_c862-r64_c128.tns,B size: (1024 x 64 x 512 x 128), 56644188 bytes
k16_0.899_0.537_0.537_0.561_c862-r64_c256.tns,B size: (1024 x 64 x 256 x 256), 55292940 bytes
k16_0.899_0.537_0.537_0.561_c862-r64_c512.tns,B size: (1024 x 64 x 128 x 512), 53130940 bytes
k16_0.899_0.537_0.537_0.561_c862-r64_c1024.tns,B size: (1024 x 64 x 64 x 1024), 50022876 bytes
k16_0.899_0.537_0.537_0.561_c862-r64_c2048.tns,B size: (1024 x 64 x 32 x 2048), 46182900 bytes
k16_0.899_0.537_0.537_0.561_c862-r128_c4.tns,82.0171,0.105157,23.5352,0.274361,23.3987
k16_0.899_0.537_0.537_0.561_c862-r128_c8.tns,82.3834,0.063419,13.6703,0.744966,13.3578
k16_0.899_0.537_0.537_0.561_c862-r128_c16.tns,81.8273,0.073849,8.09679,0.817891,7.77516
k16_0.899_0.537_0.537_0.561_c862-r128_c32.tns,83.5384,0.099757,6.66202,0.273636,6.55435
k16_0.899_0.537_0.537_0.561_c862-r128_c64.tns,82.3086,0.07442,6.43036,0.0819415,6.37796
