filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k18_0.899_0.437_0.437_0.484_c862.mtx,88.7573,0.05666,5.68586,0.227973,5.56602
k18_0.899_0.438_0.437_0.484_c862.mtx,88.9508,0.056583,5.65667,0.312435,5.49109
k18_0.899_0.439_0.437_0.484_c862.mtx,89.5933,0.059315,5.64766,0.374486,5.43612
k18_0.899_0.440_0.437_0.484_c862.mtx,90.1846,0.053281,5.90772,0.281294,5.73418
k18_0.899_0.441_0.437_0.484_c862.mtx,90.9101,0.070818,5.85061,0.386208,5.61549
k18_0.899_0.442_0.437_0.484_c862.mtx,88.5239,0.056361,5.88669,0.241654,5.7723
k18_0.899_0.443_0.437_0.484_c862.mtx,88.8587,0.055849,5.93161,0.310365,5.72226
k18_0.899_0.444_0.437_0.484_c862.mtx,89.0109,0.061705,6.00795,0.331514,5.79799
k18_0.899_0.445_0.437_0.484_c862.mtx,88.6354,0.052796,5.87781,0.342152,5.68193
k18_0.899_0.446_0.437_0.484_c862.mtx,90.2748,0.060127,5.94816,0.328115,5.77776
k18_0.899_0.447_0.437_0.484_c862.mtx,89.3437,0.056516,6.05979,0.299255,5.87208
k18_0.899_0.448_0.437_0.484_c862.mtx,88.3705,0.05505,6.13397,0.348861,5.90214
k18_0.899_0.449_0.437_0.484_c862.mtx,88.5109,0.054666,6.07641,0.294203,5.87191
k18_0.899_0.450_0.437_0.484_c862.mtx,90.6644,0.062093,6.15011,0.35314,5.94944
k18_0.899_0.451_0.437_0.484_c862.mtx,90.479,0.063847,6.03302,0.337722,5.83117
k18_0.899_0.452_0.437_0.484_c862.mtx,89.4952,0.057395,6.23797,0.329108,6.0479
k18_0.899_0.453_0.437_0.484_c862.mtx,89.4084,0.059138,6.34016,0.28085,6.17055
k18_0.899_0.454_0.437_0.484_c862.mtx,88.5758,0.05695,6.27091,0.292783,6.05458
k18_0.899_0.455_0.437_0.484_c862.mtx,88.4947,0.054461,6.33641,0.289553,6.14544
k18_0.899_0.456_0.437_0.484_c862.mtx,88.384,0.051818,6.24509,0.363975,5.99296
