filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k19_0.899_0.537_0.473_0.484_c862.mtx,93.4305,0.054339,44.7576,0.681222,44.4786
k19_0.899_0.537_0.474_0.484_c862.mtx,94.5452,0.058427,44.9343,0.097361,44.8918
k19_0.899_0.537_0.475_0.484_c862.mtx,93.3554,0.048997,45.0043,0.169971,44.8983
k19_0.899_0.537_0.476_0.484_c862.mtx,93.3542,0.052115,45.3334,0.0810649,45.2769
k19_0.899_0.537_0.477_0.484_c862.mtx,93.7725,0.054587,46.1075,0.111802,46.0326
k19_0.899_0.537_0.478_0.484_c862.mtx,93.9181,0.055209,46.423,0.132322,46.3172
k19_0.899_0.537_0.479_0.484_c862.mtx,93.8521,0.052759,46.5532,0.0829358,46.5169
k19_0.899_0.537_0.480_0.484_c862.mtx,93.7717,0.052719,46.7324,0.100863,46.6801
k19_0.899_0.537_0.481_0.484_c862.mtx,93.8142,0.051811,47.2208,0.0876573,47.1814
k19_0.899_0.537_0.482_0.484_c862.mtx,94.1617,0.050785,47.756,0.10283,47.7017
k19_0.899_0.537_0.483_0.484_c862.mtx,93.7903,0.053632,47.872,0.117021,47.7901
k19_0.899_0.537_0.484_0.484_c862.mtx,93.9311,0.052468,47.2259,0.0826645,47.1803
k19_0.899_0.537_0.485_0.484_c862.mtx,94.3299,0.054561,49.091,0.16908,48.9975
k19_0.899_0.537_0.486_0.484_c862.mtx,94.5571,0.054145,48.9079,0.0593596,48.8737
k19_0.899_0.537_0.487_0.484_c862.mtx,94.3893,0.056785,49.7959,0.775111,49.4368
k19_0.899_0.537_0.488_0.484_c862.mtx,94.4279,0.055338,49.8283,0.0429771,49.8115
k19_0.899_0.537_0.489_0.484_c862.mtx,94.7061,0.050655,50.2521,0.148327,50.174
k19_0.899_0.537_0.490_0.484_c862.mtx,94.353,0.050791,50.6632,0.325632,50.5034
k19_0.899_0.537_0.491_0.484_c862.mtx,96.1919,0.06367,61.9586,0.0911553,61.9112
k19_0.899_0.537_0.492_0.484_c862.mtx,94.7591,0.053082,50.144,0.0989041,50.1081
k19_0.899_0.537_0.493_0.484_c862.mtx,94.5808,0.053847,49.8924,0.147988,49.8227
k19_0.899_0.537_0.494_0.484_c862.mtx,94.7413,0.05226,52.0556,0.12543,51.9822
k19_0.899_0.537_0.495_0.484_c862.mtx,94.8576,0.05513,52.824,0.119442,52.7684
k19_0.899_0.537_0.496_0.484_c862.mtx,95.0432,0.053128,53.3117,0.585468,53.0108
k19_0.899_0.537_0.497_0.484_c862.mtx,94.6964,0.051801,53.2204,0.0954898,53.1787
k19_0.899_0.537_0.498_0.484_c862.mtx,94.9795,0.048751,53.6621,0.094457,53.6217
k19_0.899_0.537_0.499_0.484_c862.mtx,94.9471,0.050258,54.133,0.128756,54.04
k19_0.899_0.537_0.500_0.484_c862.mtx,95.3609,0.052436,54.9706,0.574993,54.6517
k19_0.899_0.537_0.501_0.484_c862.mtx,95.2042,0.059003,54.3821,0.114832,54.3099
k19_0.899_0.537_0.502_0.484_c862.mtx,96.1107,0.062835,66.7182,0.0948998,66.6752
k19_0.899_0.537_0.503_0.484_c862.mtx,95.5105,0.056624,56.1576,0.115327,56.1141
k19_0.899_0.537_0.504_0.484_c862.mtx,95.9737,0.057075,56.2533,0.0248052,56.2476
k19_0.899_0.537_0.505_0.484_c862.mtx,95.5975,0.061342,56.7674,0.691743,56.4218
k19_0.899_0.537_0.506_0.484_c862.mtx,95.7282,0.058271,57.3899,0.102475,57.3337
k19_0.899_0.537_0.507_0.484_c862.mtx,95.4071,0.052086,57.3211,0.06426,57.282
k19_0.899_0.537_0.508_0.484_c862.mtx,95.8578,0.055434,58.1297,0.0940842,58.0674
k19_0.899_0.537_0.509_0.484_c862.mtx,95.7604,0.053563,58.3798,0.0977131,58.3466
k19_0.899_0.537_0.510_0.484_c862.mtx,96.1088,0.056298,59.023,0.0771457,58.9806
k19_0.899_0.537_0.511_0.484_c862.mtx,96.0386,0.05988,59.552,0.159162,59.4786
k19_0.899_0.537_0.512_0.484_c862.mtx,96.3307,0.061198,59.4942,0.0784285,59.4515
k19_0.899_0.537_0.513_0.484_c862.mtx,96.0283,0.05248,58.8171,0.0911695,58.7896
k19_0.899_0.537_0.514_0.484_c862.mtx,97.8253,0.063666,75.5582,0.2327,75.4459
k19_0.899_0.537_0.515_0.484_c862.mtx,96.9664,0.058213,61.2397,0.159724,61.1647
k19_0.899_0.537_0.516_0.484_c862.mtx,96.555,0.062226,61.818,0.0890052,61.7696
k19_0.899_0.537_0.517_0.484_c862.mtx,96.1846,0.051694,59.8383,0.395436,59.6671
k19_0.899_0.537_0.518_0.484_c862.mtx,96.3008,0.0538,62.4477,0.102857,62.3829
k19_0.899_0.537_0.519_0.484_c862.mtx,96.7854,0.057645,63.111,0.0676537,63.0834
k19_0.899_0.537_0.520_0.484_c862.mtx,96.8434,0.057623,63.7337,0.101202,63.6816
k19_0.899_0.537_0.521_0.484_c862.mtx,96.9453,0.058713,64.1697,0.141523,64.0753
k19_0.899_0.537_0.522_0.484_c862.mtx,96.7181,0.060466,62.0345,0.0693155,61.9938
k19_0.899_0.537_0.523_0.484_c862.mtx,96.8502,0.056049,65.1831,0.0890338,65.1303
k19_0.899_0.537_0.524_0.484_c862.mtx,96.9775,0.06394,65.5783,0.0800641,65.5607
k19_0.899_0.537_0.525_0.484_c862.mtx,97.0671,0.060835,66.0628,0.0932692,66.0119
k19_0.899_0.537_0.526_0.484_c862.mtx,97.4622,0.057524,66.6646,0.0572697,66.6342
k19_0.899_0.537_0.527_0.484_c862.mtx,98.3186,0.053352,66.8017,0.0857709,66.7398
k19_0.899_0.537_0.528_0.484_c862.mtx,97.3001,0.053776,67.3004,0.0985571,67.2643
k19_0.899_0.537_0.529_0.484_c862.mtx,97.6697,0.061952,68.2064,0.0830166,68.1453
k19_0.899_0.537_0.530_0.484_c862.mtx,97.2494,0.05347,68.4238,0.0916534,68.3868
k19_0.899_0.537_0.531_0.484_c862.mtx,97.45,0.05342,68.9435,0.113765,68.8772
k19_0.899_0.537_0.532_0.484_c862.mtx,97.9103,0.059981,69.4519,0.0650979,69.4036
k19_0.899_0.537_0.533_0.484_c862.mtx,97.4373,0.052907,70.009,0.0899044,69.9765
k19_0.899_0.537_0.534_0.484_c862.mtx,97.828,0.054137,68.1554,0.509583,67.9603
k19_0.899_0.537_0.535_0.484_c862.mtx,98.1396,0.056401,71.4572,0.644608,71.2063
k19_0.899_0.537_0.536_0.484_c862.mtx,98.2062,0.064804,71.8027,0.0940826,71.7498
k19_0.899_0.537_0.537_0.484_c862.mtx,97.8509,0.054309,72.192,0.460677,72.0033
k19_0.899_0.537_0.537_0.485_c862.mtx,99.1564,0.058441,72.9276,0.179753,72.826
k19_0.899_0.537_0.537_0.486_c862.mtx,98.7328,0.058637,73.6899,0.163842,73.5847
k19_0.899_0.537_0.537_0.487_c862.mtx,98.3137,0.060043,74.3522,0.180809,74.255
k19_0.899_0.537_0.537_0.488_c862.mtx,99.3929,0.064622,89.1956,0.106465,89.1449
k19_0.899_0.537_0.537_0.489_c862.mtx,98.974,0.059519,75.151,0.0921598,75.1039
k19_0.899_0.537_0.537_0.490_c862.mtx,98.6118,0.063808,76.0294,0.562182,75.7689
k19_0.899_0.537_0.537_0.491_c862.mtx,98.6712,0.062757,76.6061,0.127559,76.5537
k19_0.899_0.537_0.537_0.492_c862.mtx,98.5791,0.057691,76.9921,0.120748,76.9176
k19_0.899_0.537_0.537_0.493_c862.mtx,99.1366,0.058504,77.6983,0.0886265,77.6542
k19_0.899_0.537_0.537_0.494_c862.mtx,98.7234,0.056303,77.7953,0.0470848,77.7701
k19_0.899_0.537_0.537_0.495_c862.mtx,99.1676,0.060237,78.7637,0.0643575,78.7448
k19_0.899_0.537_0.537_0.496_c862.mtx,99.3342,0.060489,80.1846,0.102356,80.1193
k19_0.899_0.537_0.537_0.497_c862.mtx,98.9887,0.058289,79.7227,0.075828,79.6754
k19_0.899_0.537_0.537_0.498_c862.mtx,99.1955,0.056259,80.1444,0.0821073,80.1006
k19_0.899_0.537_0.537_0.499_c862.mtx,99.5435,0.060577,81.3756,0.415037,81.2069
k19_0.899_0.537_0.537_0.500_c862.mtx,99.5112,0.061864,83.3483,0.0975719,83.2892
k19_0.899_0.537_0.537_0.501_c862.mtx,99.5415,0.056943,80.2959,0.0962917,80.2218
k19_0.899_0.537_0.537_0.502_c862.mtx,99.6668,0.056381,82.778,0.158725,82.6674
k19_0.899_0.537_0.537_0.503_c862.mtx,99.9821,0.064624,84.1129,0.134358,84.0185
k19_0.899_0.537_0.537_0.504_c862.mtx,99.9246,0.060452,84.3545,0.092044,84.297
k19_0.899_0.537_0.537_0.505_c862.mtx,99.893,0.055888,84.7763,0.0713141,84.7299
