filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k20_0.899_0.437_0.437_0.484_c862.mtx,93.6421,0.133775,38.9142,0.132739,38.8471
k20_0.899_0.438_0.437_0.484_c862.mtx,93.2243,0.056901,38.4969,0.858198,37.7912
k20_0.899_0.439_0.437_0.484_c862.mtx,93.1339,0.057023,40.192,0.158292,40.1027
k20_0.899_0.440_0.437_0.484_c862.mtx,93.2818,0.058878,39.8287,0.797665,39.6888
k20_0.899_0.441_0.437_0.484_c862.mtx,93.0584,0.062087,39.6811,0.842474,38.9086
k20_0.899_0.442_0.437_0.484_c862.mtx,93.24,0.057696,39.1894,0.199445,39.0841
k20_0.899_0.443_0.437_0.484_c862.mtx,93.0574,0.062691,41.5343,0.91835,41.2716
k20_0.899_0.444_0.437_0.484_c862.mtx,93.0702,0.053017,40.7132,0.132069,40.6325
k20_0.899_0.445_0.437_0.484_c862.mtx,93.3325,0.056073,41.1362,0.110689,41.0994
k20_0.899_0.446_0.437_0.484_c862.mtx,93.2633,0.057756,43.969,0.108616,43.9018
k20_0.899_0.447_0.437_0.484_c862.mtx,93.3437,0.05676,43.2252,0.108318,43.1601
k20_0.899_0.448_0.437_0.484_c862.mtx,93.4601,0.054217,42.7096,0.154471,42.6217
k20_0.899_0.449_0.437_0.484_c862.mtx,94.5263,0.05403,42.9511,0.214837,42.8489
k20_0.899_0.450_0.437_0.484_c862.mtx,95.4359,0.057847,43.2496,0.144852,43.1573
k20_0.899_0.451_0.437_0.484_c862.mtx,93.6801,0.061169,45.4864,0.908249,45.8572
k20_0.899_0.452_0.437_0.484_c862.mtx,95.389,0.05718,45.7646,0.957958,46.1569
k20_0.899_0.453_0.437_0.484_c862.mtx,93.636,0.055554,44.7268,0.851135,44.3304
k20_0.899_0.454_0.437_0.484_c862.mtx,94.4253,0.054302,45.9243,1.09378,44.9823
k20_0.899_0.455_0.437_0.484_c862.mtx,94.3277,0.05588,45.4192,0.890214,45.0579
k20_0.899_0.456_0.437_0.484_c862.mtx,97.7532,0.080853,60.0743,1.71528,60.5808
k20_0.899_0.457_0.437_0.484_c862.mtx,96.7661,0.056366,47.3483,1.23936,46.1899
k20_0.899_0.458_0.437_0.484_c862.mtx,94.3555,0.053913,46.4344,0.349349,46.2676
k20_0.899_0.459_0.437_0.484_c862.mtx,94.5773,0.053739,46.9572,0.830434,46.6274
k20_0.899_0.460_0.437_0.484_c862.mtx,94.5486,0.056587,47.3729,0.180377,47.2509
k20_0.899_0.461_0.437_0.484_c862.mtx,94.2437,0.056196,47.5112,0.0923809,47.5019
k20_0.899_0.462_0.437_0.484_c862.mtx,94.6099,0.056772,46.7703,0.111412,46.7228
k20_0.899_0.463_0.437_0.484_c862.mtx,94.1204,0.056515,47.0581,0.1519,46.9792
k20_0.899_0.464_0.437_0.484_c862.mtx,94.3488,0.05949,47.3428,0.156631,47.2639
k20_0.899_0.465_0.437_0.484_c862.mtx,94.3475,0.062613,48.4731,0.100588,48.4311
k20_0.899_0.466_0.437_0.484_c862.mtx,94.7097,0.05479,50.8084,1.32449,49.618
k20_0.899_0.467_0.437_0.484_c862.mtx,94.4919,0.055103,49.8863,0.120461,49.8075
k20_0.899_0.468_0.437_0.484_c862.mtx,94.6453,0.054782,50.388,0.186297,50.316
k20_0.899_0.469_0.437_0.484_c862.mtx,94.6882,0.06064,49.5722,0.092712,49.5446
k20_0.899_0.470_0.437_0.484_c862.mtx,94.4092,0.057905,50.682,0.106609,50.6106
k20_0.899_0.471_0.437_0.484_c862.mtx,95.2362,0.054837,54.4615,0.156689,54.378
k20_0.899_0.472_0.437_0.484_c862.mtx,95.2257,0.053522,53.5217,1.36253,52.1877
