rows,cols,preprocess,mean,stdev,median,exitcode
262144,32768,2345.9082,93.29178,0.04907,93.28118,1
131072,32768,2390.43216,93.53332,0.12649,93.45061,1
65536,32768,2544.83574,94.0273,0.04404,94.00362,1
16384,32768,3011.86178,95.19359,0.05199,95.16625,1
32768,32768,2744.94867,95.37095,0.11788,95.30486,1
262144,65536,2275.04316,95.48966,0.03318,95.47671,1
32768,65536,2254.01622,95.63503,0.06026,95.60353,1
131072,65536,2274.22593,95.70781,0.05578,95.66986,1
8192,32768,3263.81247,95.84428,0.0464,95.82921,1
8192,65536,2753.04858,95.87691,0.06581,95.88376,1
16384,65536,2434.88922,95.91228,0.042,95.891,1
65536,65536,2328.17428,95.9081,0.07705,95.9012,1
262144,16384,2782.01511,100.95186,0.03865,100.92875,1
131072,16384,2773.59776,102.0196,0.12142,102.00707,1
65536,16384,2804.38224,102.68553,0.11782,102.66789,1
32768,131072,2133.75438,105.77473,0.01472,105.76978,1
32768,16384,3145.67495,105.90049,0.03895,105.88168,1
131072,131072,2174.39183,105.98369,0.03585,105.96316,1
262144,131072,2472.19174,106.01368,0.03909,105.99549,1
16384,16384,3484.49245,106.11761,0.13739,106.02479,1
65536,131072,2221.11398,106.03773,0.02934,106.03441,1
16384,131072,2268.73826,106.21212,0.06815,106.18635,1
8192,16384,3727.12731,106.32854,0.20963,106.22026,1
8192,131072,2414.87347,106.30197,0.02774,106.29465,1
262144,262144,2084.5609,127.67615,0.08395,127.68156,0
65536,262144,2088.04753,127.73004,0.03466,127.7102,0
