rows,cols,preprocess,mean,stdev,median,exitcode,k,gflops,Tile Size
0,0,0.0,5.65207,0.03171,5.63672,0,17,1.4248303978200088,No Tiling
131072,131072,43.30569,5.67787,0.06306,5.64406,0,17,1.422977431139995,131072x131072
65536,131072,60.88818,5.70129,0.08462,5.65025,0,17,1.421418521304367,65536x131072
32768,131072,45.97935,5.72843,0.10442,5.66583,0,17,1.4175098793998409,32768x131072
16384,131072,49.02114,5.74023,0.09803,5.68681,0,17,1.4122803469783587,16384x131072
8192,131072,51.77704,5.7375,0.0716,5.70094,0,17,1.4087799555862717,8192x131072
16384,65536,62.91557,7.89665,0.06618,7.86068,0,17,1.0217144063872337,16384x65536
8192,65536,70.2962,7.99546,0.04471,7.96967,0,17,1.0077418512937173,8192x65536
131072,65536,75.13702,8.14398,0.06706,8.10735,0,17,0.9906282570753698,131072x65536
65536,65536,54.8497,8.17659,0.0919,8.12379,0,17,0.9886235365512895,65536x65536
32768,65536,56.99439,8.19754,0.08721,8.14568,0,17,0.985966794669076,32768x65536
65536,32768,68.05439,9.67416,0.09328,9.61754,0,17,0.8350752895231005,65536x32768
16384,32768,81.09091,9.65235,0.05019,9.62204,0,17,0.8346847446071727,16384x32768
131072,32768,66.10819,9.66896,0.07288,9.63183,0,17,0.8338363530087222,131072x32768
8192,32768,91.37631,9.78252,0.02007,9.77043,0,17,0.8220078338414993,8192x32768
32768,32768,73.88978,9.98372,0.08854,9.936,0,17,0.8083101851851852,32768x32768
131072,16384,86.73685,13.86734,0.07998,13.81546,0,17,0.5813320729096244,131072x16384
65536,16384,91.54682,13.95906,0.10346,13.90343,0,17,0.577653859515242,65536x16384
8192,16384,123.10806,14.06287,0.02956,14.04559,0,17,0.5718072362926726,8192x16384
16384,16384,112.21184,14.08692,0.04943,14.0567,0,17,0.571355296762398,16384x16384
32768,16384,100.95946,14.25449,0.06575,14.22616,0,17,0.5645493935116714,32768x16384
131072,8192,112.46383,23.47021,0.03637,23.45823,0,17,0.342368968161707,131072x8192
65536,8192,119.2523,23.50808,0.05315,23.4742,0,17,0.34213604723483654,65536x8192
32768,8192,129.64707,23.52478,0.02997,23.51317,0,17,0.3415690015425398,32768x8192
16384,8192,142.78374,23.60366,0.04328,23.57969,0,17,0.34060541084297546,16384x8192
8192,8192,155.36038,23.64353,0.03236,23.62357,0,17,0.3399727475567833,8192x8192
