filename,rows,cols,block_median,noblock_median,tensor_median
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,128,,48.1439,104.014
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,16,,48.1439,85.8064
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,2,,48.1439,87.8023
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,256,,48.1439,87.1309
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,32,,48.1439,92.4175
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,4,,48.1439,86.6548
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,512,,48.1439,88.4518
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,64,,48.1439,87.2876
k19_0.899_0.537_0.483_0.484_c862.mtx,1024,8,,48.1439,94.598
k19_0.899_0.537_0.483_0.484_c862.mtx,128,128,,48.1439,101.261
k19_0.899_0.537_0.483_0.484_c862.mtx,128,16,,48.1439,89.0798
k19_0.899_0.537_0.483_0.484_c862.mtx,128,2,,48.1439,82.3481
k19_0.899_0.537_0.483_0.484_c862.mtx,128,256,,48.1439,93.56
k19_0.899_0.537_0.483_0.484_c862.mtx,128,32,,48.1439,87.2768
k19_0.899_0.537_0.483_0.484_c862.mtx,128,4,,48.1439,86.4616
k19_0.899_0.537_0.483_0.484_c862.mtx,128,512,,48.1439,90.7193
k19_0.899_0.537_0.483_0.484_c862.mtx,128,64,,48.1439,86.8831
k19_0.899_0.537_0.483_0.484_c862.mtx,128,8,,48.1439,91.7091
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,128,,48.1439,47.6776
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,16,,48.1439,42.5359
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,2,,48.1439,40.0947
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,256,,48.1439,43.7176
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,32,,48.1439,40.7606
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,4,,48.1439,41.3424
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,512,,48.1439,41.3403
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,64,,48.1439,39.9797
k19_0.899_0.537_0.483_0.484_c862.mtx,131072,8,,48.1439,41.7286
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,128,,48.1439,92.6057
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,16,,48.1439,80.0222
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,2,,48.1439,80.0297
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,256,,48.1439,78.6811
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,32,,48.1439,86.3792
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,4,,48.1439,75.5183
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,512,,48.1439,80.5085
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,64,,48.1439,79.3607
k19_0.899_0.537_0.483_0.484_c862.mtx,16384,8,,48.1439,83.0993
k19_0.899_0.537_0.483_0.484_c862.mtx,16,128,,48.1439,102.883
k19_0.899_0.537_0.483_0.484_c862.mtx,16,16,,48.1439,86.2713
