filename,rows,cols,block_median,noblock_median,tensor_median
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,128,,3.47801,8.38986
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,16,,3.47801,8.10627
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,2,,3.47801,6.87193
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,256,,3.47801,8.64123
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,32,,3.47801,7.89972
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,4,,3.47801,7.27008
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,64,,3.47801,8.19382
k17_0.899_0.537_0.439_0.484_c862.mtx,1024,8,,3.47801,7.96924
k17_0.899_0.537_0.439_0.484_c862.mtx,128,128,,3.47801,8.50781
k17_0.899_0.537_0.439_0.484_c862.mtx,128,16,,3.47801,8.33497
k17_0.899_0.537_0.439_0.484_c862.mtx,128,2,,3.47801,7.05134
k17_0.899_0.537_0.439_0.484_c862.mtx,128,256,,3.47801,8.74477
k17_0.899_0.537_0.439_0.484_c862.mtx,128,32,,3.47801,8.20052
k17_0.899_0.537_0.439_0.484_c862.mtx,128,4,,3.47801,7.64499
k17_0.899_0.537_0.439_0.484_c862.mtx,128,64,,3.47801,8.31536
k17_0.899_0.537_0.439_0.484_c862.mtx,128,8,,3.47801,8.20142
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,128,,3.47801,0.006898
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,131072,,3.47801,0.006852
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,16,,3.47801,0.006915
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,2,,3.47801,0.0069005
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,256,,3.47801,0.006826
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,32,,3.47801,0.006888
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,4,,3.47801,0.006858
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,64,,3.47801,0.006876
k17_0.899_0.537_0.439_0.484_c862.mtx,131072,8,,3.47801,0.0068265
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,128,,3.47801,6.05964
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,16,,3.47801,5.95267
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,2,,3.47801,5.09472
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,256,,3.47801,6.27305
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,32,,3.47801,5.79546
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,4,,3.47801,5.48952
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,64,,3.47801,5.82581
k17_0.899_0.537_0.439_0.484_c862.mtx,16384,8,,3.47801,5.8636
k17_0.899_0.537_0.439_0.484_c862.mtx,16,128,,3.47801,8.67349
