filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k16_0.899_0.537_0.537_0.549_c862-r1024_c256.tns,117.842,0.065389,10.6144,0.0783337,10.5659
k16_0.899_0.537_0.537_0.549_c862-r1024_c32.tns,117.732,0.069286,8.38032,0.0728906,8.33671
k16_0.899_0.537_0.537_0.549_c862-r1024_c32768.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r1024_c4.tns,116.954,0.066556,7.12145,0.0883343,7.06849
k16_0.899_0.537_0.537_0.549_c862-r1024_c4096.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r1024_c512.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r1024_c64.tns,117.92,0.063259,8.79109,0.0602275,8.7505
k16_0.899_0.537_0.537_0.549_c862-r1024_c65536.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r1024_c8.tns,117.578,0.064194,7.54943,0.0785117,7.49775
k16_0.899_0.537_0.537_0.549_c862-r1024_c8192.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c1024.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c128.tns,117.471,0.062087,9.88639,0.0688675,9.84379
k16_0.899_0.537_0.537_0.549_c862-r128_c16.tns,117.289,0.06307,7.97724,0.0922532,7.91664
k16_0.899_0.537_0.537_0.549_c862-r128_c16384.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c2.tns,121.549,0.089882,7.27173,0.0887465,7.20238
k16_0.899_0.537_0.537_0.549_c862-r128_c2048.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c256.tns,117.977,0.074656,11.1722,0.17976,11.0539
k16_0.899_0.537_0.537_0.549_c862-r128_c32.tns,117.983,0.073233,8.68837,0.0831401,8.63372
k16_0.899_0.537_0.537_0.549_c862-r128_c32768.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c4.tns,117.482,0.067694,7.37472,0.084125,7.31853
k16_0.899_0.537_0.537_0.549_c862-r128_c4096.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c512.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c64.tns,117.609,0.067883,9.14492,0.0606388,9.1069
k16_0.899_0.537_0.537_0.549_c862-r128_c65536.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r128_c8.tns,117.1,0.06228,7.871,0.0773621,7.81952
k16_0.899_0.537_0.537_0.549_c862-r128_c8192.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r16384_c1024.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r16384_c128.tns,118.069,0.071229,4.58134,0.0440214,4.55374
k16_0.899_0.537_0.537_0.549_c862-r16384_c16.tns,117.776,0.064562,3.88458,0.047532,3.85796
k16_0.899_0.537_0.537_0.549_c862-r16384_c16384.tns,,,,,
k16_0.899_0.537_0.537_0.549_c862-r16384_c2.tns,116.97,0.066182,3.55911,0.0500823,3.5317
k16_0.899_0.537_0.537_0.549_c862-r16384_c2048.tns,,,,,
