filename,rows,cols,block_median,noblock_median,tensor_median
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,128,,8.50763,19.0331
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,16,,8.50763,18.7454
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,2,,8.50763,15.1241
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,256,,8.50763,18.7455
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,32,,8.50763,18.1717
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,4,,8.50763,17.034
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,512,,8.50763,19.7605
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,64,,8.50763,18.2922
k18_0.899_0.500_0.437_0.484_c862.mtx,1024,8,,8.50763,18.2078
k18_0.899_0.500_0.437_0.484_c862.mtx,128,128,,8.50763,18.7851
k18_0.899_0.500_0.437_0.484_c862.mtx,128,16,,8.50763,19.1196
k18_0.899_0.500_0.437_0.484_c862.mtx,128,2,,8.50763,15.9161
k18_0.899_0.500_0.437_0.484_c862.mtx,128,256,,8.50763,19.486
k18_0.899_0.500_0.437_0.484_c862.mtx,128,32,,8.50763,18.8574
k18_0.899_0.500_0.437_0.484_c862.mtx,128,4,,8.50763,17.2453
k18_0.899_0.500_0.437_0.484_c862.mtx,128,512,,8.50763,20.1161
k18_0.899_0.500_0.437_0.484_c862.mtx,128,64,,8.50763,18.6075
k18_0.899_0.500_0.437_0.484_c862.mtx,128,8,,8.50763,18.0459
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,128,,8.50763,0.0297405
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,16,,8.50763,0.027902
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,2,,8.50763,0.0296005
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,256,,8.50763,0.0283935
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,262144,,8.50763,0.039466
k18_0.899_0.500_0.437_0.484_c862.mtx,131072,32,,8.50763,0.0282845
